year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.37,0.508,0.15,0.18,0.001,0.0,0.0,0.0,0.0,0.061,0.23800000000000004,0.736,BA_Total,monthly,PHL
2002,1.4809999999999997,1.185,1.6839999999999997,0.787,0.222,0.0,0.002,0.0,0.0,0.033,0.262,0.40900000000000003,BA_Total,monthly,PHL
2003,1.3290000000000002,1.4109999999999998,1.4659999999999997,0.9930000000000001,0.14,0.0,0.0,0.017,0.0,0.047,0.161,1.009,BA_Total,monthly,PHL
2004,0.7300000000000001,0.538,1.256,1.1239999999999997,0.217,0.0,0.0,0.011,0.005,0.04,0.046000000000000006,0.07500000000000001,BA_Total,monthly,PHL
2005,0.738,1.888,2.0730000000000004,1.47,0.25400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.215,BA_Total,monthly,PHL
2006,0.348,0.349,0.7369999999999999,1.5790000000000002,0.4880000000000001,0.007,0.0,0.0,0.0,0.012,0.177,0.17700000000000002,BA_Total,monthly,PHL
2007,1.148,1.597,1.474,0.9570000000000001,0.10300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.21100000000000002,BA_Total,monthly,PHL
2008,0.155,0.17900000000000005,0.29000000000000004,0.511,0.02,0.0,0.0,0.0,0.0,0.03899999999999999,0.052,0.25100000000000006,BA_Total,monthly,PHL
2009,1.318,0.504,0.517,0.102,0.0,0.0,0.0,0.013000000000000001,0.035,0.10700000000000001,0.161,0.7190000000000001,BA_Total,monthly,PHL
2010,1.331,1.689,2.353,1.526,0.08600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.05500000000000001,BA_Total,monthly,PHL
2011,0.492,0.6080000000000001,0.7070000000000002,0.9480000000000001,0.127,0.0,0.0,0.0,0.019,0.0,0.0,0.035,BA_Total,monthly,PHL
2012,0.418,0.7370000000000001,0.503,0.196,0.014,0.0,0.0,0.013000000000000001,0.0,0.002,0.167,0.45899999999999996,BA_Total,monthly,PHL
2013,0.7730000000000001,1.0699999999999998,0.498,0.3350000000000001,0.011,0.0,0.0,0.0,0.0,0.0,0.048,0.115,BA_Total,monthly,PHL
2014,1.473,0.9020000000000001,1.4909999999999999,0.43500000000000005,0.10700000000000001,0.009,0.0,0.0,0.0,0.0,0.027,0.161,BA_Total,monthly,PHL
2015,0.9790000000000002,1.012,2.085,0.8470000000000001,0.039,0.0,0.0,0.060000000000000005,0.0,0.097,0.123,0.060000000000000005,BA_Total,monthly,PHL
2016,0.364,1.201,1.4229999999999998,1.724,0.08600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.28400000000000003,BA_Total,monthly,PHL
2017,0.757,0.7760000000000001,0.655,0.371,0.038000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.243,BA_Total,monthly,PHL
2018,0.933,0.756,0.927,0.6670000000000001,0.085,0.0,0.0,0.007,0.0,0.002,0.138,0.28300000000000003,BA_Total,monthly,PHL
2019,0.657,1.342,1.8359999999999999,0.56,0.10700000000000001,0.0,0.0,0.004,0.003,0.0,0.079,0.019000000000000003,BA_Total,monthly,PHL
2020,0.711,0.909,1.692,1.082,0.057999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.004,BA_Total,monthly,PHL
2021,0.235,0.316,0.49100000000000005,0.8160000000000001,0.681,0.086,0.0,0.0,0.0,0.0,0.049,0.30800000000000005,BA_Total,monthly,PHL
2022,0.669,0.195,0.33499999999999996,0.187,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.22799999999999998,BA_Total,monthly,PHL
2023,0.519,1.1359999999999997,0.9440000000000001,0.4660000000000001,0.062,0.0,,,,,,,BA_Total,monthly,PHL
