year,sum,variable,timescale,region
2002,0.028958324001383283,Cem_Forest_NonForest,yearly,RW
2003,0.005881330355525513,Cem_Forest_NonForest,yearly,RW
2004,0.006765873830543274,Cem_Forest_NonForest,yearly,RW
2005,0.0027215864971130983,Cem_Forest_NonForest,yearly,RW
2006,0.008962045977794495,Cem_Forest_NonForest,yearly,RW
2007,0.0,Cem_Forest_NonForest,yearly,RW
2008,0.001593310395238434,Cem_Forest_NonForest,yearly,RW
2009,0.011010543561484832,Cem_Forest_NonForest,yearly,RW
2010,0.048929832402719364,Cem_Forest_NonForest,yearly,RW
2011,0.0,Cem_Forest_NonForest,yearly,RW
2012,0.00581431389128975,Cem_Forest_NonForest,yearly,RW
2013,0.02029869520028854,Cem_Forest_NonForest,yearly,RW
2014,0.0008717039311641845,Cem_Forest_NonForest,yearly,RW
2015,0.007307115354813751,Cem_Forest_NonForest,yearly,RW
2016,0.00891772222350821,Cem_Forest_NonForest,yearly,RW
2017,0.002440259199636711,Cem_Forest_NonForest,yearly,RW
2018,0.015686980585853015,Cem_Forest_NonForest,yearly,RW
2019,0.005863343073910934,Cem_Forest_NonForest,yearly,RW
2020,0.00025225028808273316,Cem_Forest_NonForest,yearly,RW
