year,sum,variable,timescale,country
2001,0.0,BA_Total,yearly_jj,MYS
2002,0.921,BA_Total,yearly_jj,MYS
2003,2.122,BA_Total,yearly_jj,MYS
2004,2.8930000000000002,BA_Total,yearly_jj,MYS
2005,4.72,BA_Total,yearly_jj,MYS
2006,1.046,BA_Total,yearly_jj,MYS
2007,1.828,BA_Total,yearly_jj,MYS
2008,1.0970000000000002,BA_Total,yearly_jj,MYS
2009,1.79,BA_Total,yearly_jj,MYS
2010,4.256,BA_Total,yearly_jj,MYS
2011,1.334,BA_Total,yearly_jj,MYS
2012,1.205,BA_Total,yearly_jj,MYS
2013,1.121,BA_Total,yearly_jj,MYS
2014,3.8140000000000005,BA_Total,yearly_jj,MYS
2015,1.561,BA_Total,yearly_jj,MYS
2016,2.372,BA_Total,yearly_jj,MYS
2017,0.17600000000000002,BA_Total,yearly_jj,MYS
2018,0.331,BA_Total,yearly_jj,MYS
2019,1.151,BA_Total,yearly_jj,MYS
2020,1.0610000000000002,BA_Total,yearly_jj,MYS
2021,0.23100000000000004,BA_Total,yearly_jj,MYS
2022,0.283,BA_Total,yearly_jj,MYS
2023,0.412,BA_Total,yearly_jj,MYS
