year,sum,variable,timescale,region
2002,0.0,Cem_Total,yearly,FJ
2003,0.06333125663848885,Cem_Total,yearly,FJ
2004,0.004604582629669646,Cem_Total,yearly,FJ
2005,0.00019167843910498046,Cem_Total,yearly,FJ
2006,0.00360835054398169,Cem_Total,yearly,FJ
2007,0.005309239929731262,Cem_Total,yearly,FJ
2008,0.009142288974295046,Cem_Total,yearly,FJ
2009,0.08337000768795369,Cem_Total,yearly,FJ
2010,0.04122679496883522,Cem_Total,yearly,FJ
2011,0.0,Cem_Total,yearly,FJ
2012,0.0,Cem_Total,yearly,FJ
2013,0.0,Cem_Total,yearly,FJ
2014,0.04145096920480178,Cem_Total,yearly,FJ
2015,0.0726601568856795,Cem_Total,yearly,FJ
2016,0.01057555719709494,Cem_Total,yearly,FJ
2017,0.008343769565156799,Cem_Total,yearly,FJ
2018,0.009483013754075868,Cem_Total,yearly,FJ
2019,7.486786297222901e-05,Cem_Total,yearly,FJ
2020,0.0,Cem_Total,yearly,FJ
