year,sum,variable,timescale,country
2002,2.5444355401829557,Cem_Total,yearly,VNM
2003,3.889249467546684,Cem_Total,yearly,VNM
2004,4.890713239940814,Cem_Total,yearly,VNM
2005,5.497245836486872,Cem_Total,yearly,VNM
2006,1.9891458014829202,Cem_Total,yearly,VNM
2007,5.274912597702853,Cem_Total,yearly,VNM
2008,2.9446446721967767,Cem_Total,yearly,VNM
2009,2.7996374540613465,Cem_Total,yearly,VNM
2010,5.673481748210692,Cem_Total,yearly,VNM
2011,3.2293781616457506,Cem_Total,yearly,VNM
2012,3.736127855656275,Cem_Total,yearly,VNM
2013,3.435389321165947,Cem_Total,yearly,VNM
2014,4.085430044905286,Cem_Total,yearly,VNM
2015,4.4581197440702685,Cem_Total,yearly,VNM
2016,3.7865995319970986,Cem_Total,yearly,VNM
2017,1.6397833088229312,Cem_Total,yearly,VNM
2018,2.690128340922024,Cem_Total,yearly,VNM
2019,3.2936279328243527,Cem_Total,yearly,VNM
2020,3.6636629470449087,Cem_Total,yearly,VNM
