year,sum,variable,timescale,country
2001,18.247999999999998,BA_Total,yearly,GMB
2002,15.076,BA_Total,yearly,GMB
2003,9.099,BA_Total,yearly,GMB
2004,16.565,BA_Total,yearly,GMB
2005,14.95,BA_Total,yearly,GMB
2006,20.587,BA_Total,yearly,GMB
2007,16.983,BA_Total,yearly,GMB
2008,15.463000000000001,BA_Total,yearly,GMB
2009,16.284000000000002,BA_Total,yearly,GMB
2010,13.258000000000001,BA_Total,yearly,GMB
2011,16.945,BA_Total,yearly,GMB
2012,12.976,BA_Total,yearly,GMB
2013,12.975,BA_Total,yearly,GMB
2014,11.128,BA_Total,yearly,GMB
2015,5.949,BA_Total,yearly,GMB
2016,13.635,BA_Total,yearly,GMB
2017,11.964,BA_Total,yearly,GMB
2018,10.173,BA_Total,yearly,GMB
2019,9.18,BA_Total,yearly,GMB
2020,12.589,BA_Total,yearly,GMB
2021,11.888,BA_Total,yearly,GMB
2022,11.008,BA_Total,yearly,GMB
2023,11.463000000000001,BA_Total,yearly,GMB
