year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_mam,QAT
2002,0.0,BA_Total,seasonal_mam,QAT
2003,0.0,BA_Total,seasonal_mam,QAT
2004,0.001,BA_Total,seasonal_mam,QAT
2005,0.0,BA_Total,seasonal_mam,QAT
2006,0.001,BA_Total,seasonal_mam,QAT
2007,0.001,BA_Total,seasonal_mam,QAT
2008,0.0,BA_Total,seasonal_mam,QAT
2009,0.0,BA_Total,seasonal_mam,QAT
2010,0.0,BA_Total,seasonal_mam,QAT
2011,0.0,BA_Total,seasonal_mam,QAT
2012,0.0,BA_Total,seasonal_mam,QAT
2013,0.0,BA_Total,seasonal_mam,QAT
2014,0.001,BA_Total,seasonal_mam,QAT
2015,0.02,BA_Total,seasonal_mam,QAT
2016,0.0,BA_Total,seasonal_mam,QAT
2017,0.0,BA_Total,seasonal_mam,QAT
2018,0.0,BA_Total,seasonal_mam,QAT
2019,0.0,BA_Total,seasonal_mam,QAT
2020,0.0,BA_Total,seasonal_mam,QAT
2021,0.0,BA_Total,seasonal_mam,QAT
2022,0.0,BA_Total,seasonal_mam,QAT
2023,0.0,BA_Total,seasonal_mam,QAT
