year,sum,variable,timescale,region
2001,0.309,BA_Total,yearly,NM
2002,0.079,BA_Total,yearly,NM
2003,0.058,BA_Total,yearly,NM
2004,0.115,BA_Total,yearly,NM
2005,0.139,BA_Total,yearly,NM
2006,0.054,BA_Total,yearly,NM
2007,2.034,BA_Total,yearly,NM
2008,0.404,BA_Total,yearly,NM
2009,0.034,BA_Total,yearly,NM
2010,0.095,BA_Total,yearly,NM
2011,0.752,BA_Total,yearly,NM
2012,0.633,BA_Total,yearly,NM
2013,0.29400000000000004,BA_Total,yearly,NM
2014,0.024,BA_Total,yearly,NM
2015,0.225,BA_Total,yearly,NM
2016,0.179,BA_Total,yearly,NM
2017,0.808,BA_Total,yearly,NM
2018,0.077,BA_Total,yearly,NM
2019,0.705,BA_Total,yearly,NM
2020,0.037,BA_Total,yearly,NM
2021,0.503,BA_Total,yearly,NM
2022,0.138,BA_Total,yearly,NM
2023,0.0,BA_Total,yearly,NM
