year,sum,variable,timescale,country
2002,3.5100465895251585,Cem_Total,seasonal_son,SEN
2003,2.5095331392758373,Cem_Total,seasonal_son,SEN
2004,4.093877841254555,Cem_Total,seasonal_son,SEN
2005,4.272200860973094,Cem_Total,seasonal_son,SEN
2006,5.26262385573363,Cem_Total,seasonal_son,SEN
2007,2.8183961676160907,Cem_Total,seasonal_son,SEN
2008,3.599698327526606,Cem_Total,seasonal_son,SEN
2009,2.4429918371855743,Cem_Total,seasonal_son,SEN
2010,3.5902635515247545,Cem_Total,seasonal_son,SEN
2011,4.116663342710686,Cem_Total,seasonal_son,SEN
2012,2.0482128901554177,Cem_Total,seasonal_son,SEN
2013,2.9544030466421103,Cem_Total,seasonal_son,SEN
2014,1.8125332250611073,Cem_Total,seasonal_son,SEN
2015,1.8901037284164592,Cem_Total,seasonal_son,SEN
2016,2.7002721424623157,Cem_Total,seasonal_son,SEN
2017,2.943449967981345,Cem_Total,seasonal_son,SEN
2018,2.1448730385909403,Cem_Total,seasonal_son,SEN
2019,2.9959891235088913,Cem_Total,seasonal_son,SEN
2020,3.8796045570183706,Cem_Total,seasonal_son,SEN
