year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2002,0.0,0.0,0.00015265594095550535,0.0,0.0,0.0005829574451298828,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2003,0.0,0.0,9.667157418530273e-05,0.0,0.0,0.0,0.0,0.0,0.0002378500269564514,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2005,0.0,0.0,0.0003211559543642578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022649119797991943,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.00012762639759869384,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002290599493631592,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011290528951086426,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2011,0.0,0.0,0.0001690762216845703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001068495484375,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2014,0.0,0.00038876577024633786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2017,0.0,0.0,0.0,0.0,0.0,0.00022680635992373656,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008519093045629426,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SVK
