fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2002-07-01,2020-07-01,-1.1e-05,0.000306,0.670935,0.880828,Cem_Forest_NonForest,seasonal_jja,LS
