year,sum,variable,timescale,region
2002,0.0032249642217630392,Cem_Total,yearly_jj,N
2003,0.016247101926437746,Cem_Total,yearly_jj,N
2004,0.0,Cem_Total,yearly_jj,N
2005,0.008175007195784876,Cem_Total,yearly_jj,N
2006,0.003704749348530304,Cem_Total,yearly_jj,N
2007,0.018459937469883544,Cem_Total,yearly_jj,N
2008,0.05425182582253754,Cem_Total,yearly_jj,N
2009,0.0,Cem_Total,yearly_jj,N
2010,0.0,Cem_Total,yearly_jj,N
2011,0.0,Cem_Total,yearly_jj,N
2012,0.0,Cem_Total,yearly_jj,N
2013,0.0,Cem_Total,yearly_jj,N
2014,0.0,Cem_Total,yearly_jj,N
2015,0.0,Cem_Total,yearly_jj,N
2016,0.0,Cem_Total,yearly_jj,N
2017,0.0,Cem_Total,yearly_jj,N
2018,0.004597617056788574,Cem_Total,yearly_jj,N
2019,0.009290010947894469,Cem_Total,yearly_jj,N
2020,0.0,Cem_Total,yearly_jj,N
