year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.424,0.5160000000000001,0.43,1.14,0.063,0.0,0.021,0.052000000000000005,0.0,0.0,0.17600000000000002,0.124,BA_Total,monthly,NIC
2002,0.308,0.661,0.5680000000000001,0.831,0.255,0.011000000000000003,0.07300000000000001,0.14200000000000002,0.0,0.002,0.192,0.24700000000000003,BA_Total,monthly,NIC
2003,0.675,1.078,8.022,3.942,2.1470000000000002,0.005,0.076,0.004,0.002,0.0,0.11,0.36,BA_Total,monthly,NIC
2004,0.182,0.9020000000000001,1.0099999999999998,1.8090000000000002,0.16100000000000003,0.029,0.004,0.008,0.043000000000000003,0.053,0.279,0.506,BA_Total,monthly,NIC
2005,0.812,4.196000000000001,2.748,9.278,1.5540000000000003,0.007,0.033,0.0,0.0,0.0,0.184,0.21300000000000002,BA_Total,monthly,NIC
2006,0.118,0.6100000000000001,1.556,2.3380000000000005,0.6290000000000001,0.011,0.0,0.0,0.0,0.0,0.29000000000000004,0.167,BA_Total,monthly,NIC
2007,0.25,1.7440000000000002,1.064,1.416,0.246,0.056,0.017,0.001,0.006,0.001,0.32499999999999996,0.364,BA_Total,monthly,NIC
2008,0.378,0.30300000000000005,1.859,3.2310000000000003,3.121,0.012,0.006,0.001,0.0,0.012999999999999998,0.29200000000000004,0.43700000000000006,BA_Total,monthly,NIC
2009,0.266,0.30600000000000005,1.102,1.77,0.11800000000000001,0.001,0.08900000000000001,0.024999999999999998,0.005,0.006,0.6070000000000001,0.39,BA_Total,monthly,NIC
2010,0.34,2.673,6.577999999999999,0.893,0.055999999999999994,0.033,0.0,0.0,0.0,0.011,0.319,0.422,BA_Total,monthly,NIC
2011,0.20500000000000002,0.321,1.21,4.039000000000001,0.524,0.003,0.002,0.001,0.0,0.041,0.384,0.4140000000000001,BA_Total,monthly,NIC
2012,0.093,0.28400000000000003,1.758,1.157,0.14,0.0,0.001,0.0,0.0,0.077,1.057,0.465,BA_Total,monthly,NIC
2013,0.14900000000000002,1.0470000000000002,3.2310000000000003,4.646,1.4769999999999999,0.008,0.0,0.004,0.0,0.0,0.29900000000000004,0.34,BA_Total,monthly,NIC
2014,0.19799999999999998,0.186,3.1050000000000004,7.416,1.949,0.023,0.010000000000000002,0.031,0.0,0.0,0.794,0.374,BA_Total,monthly,NIC
2015,0.151,0.412,0.952,2.0060000000000002,0.633,0.09,0.006,0.047,0.0,0.006,0.49300000000000005,0.617,BA_Total,monthly,NIC
2016,0.28,0.5920000000000001,1.3430000000000002,5.258000000000001,2.637,0.082,0.017,0.008,0.0,0.041,0.40900000000000003,0.4580000000000001,BA_Total,monthly,NIC
2017,0.33899999999999997,0.979,1.034,0.913,0.047999999999999994,0.001,0.0,0.002,0.0,0.0,0.6120000000000001,0.17,BA_Total,monthly,NIC
2018,0.233,0.504,3.0050000000000003,5.344,0.34400000000000003,0.092,0.039999999999999994,0.006,0.001,0.022,0.713,0.298,BA_Total,monthly,NIC
2019,0.22699999999999998,0.272,3.2600000000000002,3.9920000000000004,0.7150000000000001,0.053000000000000005,0.024,0.006,0.0,0.035,0.785,0.401,BA_Total,monthly,NIC
2020,0.241,0.563,0.9930000000000001,9.437,2.342,0.098,0.002,0.0,0.0,0.0,0.191,0.28600000000000003,BA_Total,monthly,NIC
2021,0.112,0.375,0.5750000000000001,1.474,1.5830000000000002,0.024,0.005,0.002,0.001,0.025,0.759,0.31199999999999994,BA_Total,monthly,NIC
2022,0.262,0.6120000000000001,1.651,0.641,0.011000000000000001,0.027,0.005,0.0,0.0,0.022,0.4179999999999999,0.31100000000000005,BA_Total,monthly,NIC
2023,0.17,1.32,2.53,13.342999999999998,11.074000000000002,0.004,,,,,,,BA_Total,monthly,NIC
