year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,1.5440000000000003,5.550999999999997,0.5740000000000001,2.261,15.618999999999996,123.48599999999998,39.13700000000001,78.965,24.145000000000003,0.54,0.34400000000000003,2.209,BA_Forest_NonForest,monthly,DRC
2002,16.930000000000003,21.085,0.11099999999999999,0.665,28.42199999999998,69.377,138.053,124.35699999999999,23.407999999999994,2.3480000000000003,0.9210000000000002,2.760999999999999,BA_Forest_NonForest,monthly,DRC
2003,18.851999999999997,8.903999999999998,2.4180000000000006,3.255000000000001,52.45799999999997,58.36399999999999,107.948,84.439,20.869,2.4770000000000003,1.8809999999999998,7.278999999999997,BA_Forest_NonForest,monthly,DRC
2004,3.7079999999999984,20.834999999999994,2.051,3.4530000000000007,42.35599999999998,85.18199999999999,80.60799999999999,86.244,26.917999999999996,1.323,0.37400000000000005,3.1210000000000004,BA_Forest_NonForest,monthly,DRC
2005,7.596999999999993,12.592999999999996,2.5970000000000004,8.184000000000003,39.40999999999999,126.32,156.65699999999995,94.738,21.01499999999999,1.427,2.853999999999999,2.605,BA_Forest_NonForest,monthly,DRC
2006,9.990999999999996,8.755999999999997,4.863,3.5560000000000005,12.629999999999995,88.14199999999998,118.11399999999998,113.44799999999996,28.928999999999995,4.117999999999999,1.1250000000000002,12.515999999999998,BA_Forest_NonForest,monthly,DRC
2007,7.194999999999998,15.66299999999999,3.7230000000000008,3.342000000000001,27.85399999999999,55.15499999999997,153.98699999999997,116.75399999999998,24.642999999999994,1.342,1.1019999999999994,8.786999999999994,BA_Forest_NonForest,monthly,DRC
2008,5.678999999999997,22.691999999999993,1.7050000000000003,3.4950000000000006,18.461999999999986,77.54099999999998,116.495,58.076,35.04899999999999,1.6980000000000002,0.8340000000000002,4.309999999999999,BA_Forest_NonForest,monthly,DRC
2009,6.598999999999996,6.043999999999999,2.6520000000000006,5.366000000000002,4.4220000000000015,34.322999999999986,92.13999999999997,83.729,36.677,1.345,1.8990000000000002,6.858999999999996,BA_Forest_NonForest,monthly,DRC
2010,5.805999999999998,3.5950000000000006,14.862999999999994,6.166999999999999,21.314999999999984,84.47499999999998,116.61999999999998,141.293,32.372,3.0150000000000006,0.7700000000000001,6.427999999999997,BA_Forest_NonForest,monthly,DRC
2011,4.234,9.496999999999991,12.199999999999992,1.1580000000000004,16.99299999999999,86.625,127.65599999999999,116.81099999999999,51.92999999999999,1.114,0.42000000000000015,8.592999999999995,BA_Forest_NonForest,monthly,DRC
2012,8.227999999999996,18.589999999999993,7.274999999999999,6.465000000000001,28.714999999999986,123.3,110.57499999999999,91.34299999999998,22.119999999999997,1.9380000000000002,0.559,2.5119999999999996,BA_Forest_NonForest,monthly,DRC
2013,16.66399999999999,6.392999999999997,6.302999999999997,3.3580000000000005,17.40099999999999,72.78399999999998,97.71999999999998,83.66,23.144999999999996,1.3530000000000002,2.2579999999999996,11.138999999999992,BA_Forest_NonForest,monthly,DRC
2014,4.197999999999999,8.438999999999997,1.7580000000000002,1.1170000000000002,13.413999999999993,42.867999999999995,75.53199999999998,45.221000000000004,28.99,0.8780000000000001,0.49700000000000005,3.635999999999999,BA_Forest_NonForest,monthly,DRC
2015,3.5159999999999996,8.782999999999996,2.1820000000000004,1.7150000000000003,14.609999999999996,58.583,146.48,105.32899999999997,27.814999999999998,1.2910000000000001,0.5450000000000002,2.682999999999999,BA_Forest_NonForest,monthly,DRC
2016,9.731999999999992,18.73899999999999,0.7530000000000002,2.793,14.309999999999993,88.81599999999997,124.377,112.76799999999999,27.817,1.9480000000000004,0.5400000000000001,3.089,BA_Forest_NonForest,monthly,DRC
2017,3.8899999999999975,3.6100000000000017,7.234,1.5750000000000002,14.642999999999986,66.83499999999997,71.307,94.21099999999997,45.227,1.578,0.38200000000000006,8.749999999999993,BA_Forest_NonForest,monthly,DRC
2018,8.088999999999993,7.8639999999999946,4.573,1.7200000000000004,5.442000000000001,56.08799999999998,121.361,135.741,25.639,1.173,1.9190000000000003,4.891999999999997,BA_Forest_NonForest,monthly,DRC
2019,19.417000000000005,14.695999999999993,9.081,2.662000000000001,18.913999999999994,131.69199999999998,159.9,109.87299999999998,23.7,1.3290000000000002,1.15,2.5090000000000003,BA_Forest_NonForest,monthly,DRC
2020,10.702999999999992,11.725999999999996,5.144,2.1130000000000004,13.275999999999994,79.20199999999998,169.247,78.34699999999997,70.28399999999999,1.5270000000000001,1.5600000000000005,3.762999999999997,BA_Forest_NonForest,monthly,DRC
2021,3.4109999999999987,17.067999999999998,17.786999999999992,2.4720000000000004,12.107999999999997,94.37500000000001,163.77599999999998,103.41199999999996,41.052,1.2170000000000003,0.9740000000000002,2.769,BA_Forest_NonForest,monthly,DRC
2022,8.700999999999993,13.03999999999999,14.198999999999995,3.4820000000000007,11.928999999999995,97.70399999999997,139.798,131.873,36.726,5.823,0.7420000000000001,1.213,BA_Forest_NonForest,monthly,DRC
2023,5.3829999999999965,10.554999999999996,6.976999999999995,0.5600000000000002,10.829999999999997,60.22599999999999,,,,,,,BA_Forest_NonForest,monthly,DRC
