year,sum,variable,timescale,country
2002,2.0147107968426723,Cem_Total,yearly,GNB
2003,2.1223032082851776,Cem_Total,yearly,GNB
2004,1.828293574464921,Cem_Total,yearly,GNB
2005,1.423862803668015,Cem_Total,yearly,GNB
2006,1.8824089752784026,Cem_Total,yearly,GNB
2007,1.6788805443424695,Cem_Total,yearly,GNB
2008,1.000256223383338,Cem_Total,yearly,GNB
2009,1.007006175089782,Cem_Total,yearly,GNB
2010,1.021659544695476,Cem_Total,yearly,GNB
2011,0.9866195581733636,Cem_Total,yearly,GNB
2012,1.5926312057520697,Cem_Total,yearly,GNB
2013,0.9434768627384676,Cem_Total,yearly,GNB
2014,1.1148831896962175,Cem_Total,yearly,GNB
2015,1.4444511300481162,Cem_Total,yearly,GNB
2016,0.9062461060495958,Cem_Total,yearly,GNB
2017,1.1298308011231015,Cem_Total,yearly,GNB
2018,1.3191331345543051,Cem_Total,yearly,GNB
2019,0.982375828338095,Cem_Total,yearly,GNB
2020,1.0028696673259632,Cem_Total,yearly,GNB
