year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2006,0.0,0.0,0.0,0.0,0.0076288442987786555,0.0,0.005004729537189941,0.019114691330217985,0.004191986004344728,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2008,0.0,0.0,0.0,0.00025050115401409914,0.0,0.0013505684530478515,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.01650789194198889,0.20083084784588062,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021731772514599609,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.10845976549322957,0.0007172609582025147,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,SWE
