year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_mam,EGY
2002,0.004,BA_Total,seasonal_mam,EGY
2003,0.0,BA_Total,seasonal_mam,EGY
2004,0.0,BA_Total,seasonal_mam,EGY
2005,0.0,BA_Total,seasonal_mam,EGY
2006,0.0,BA_Total,seasonal_mam,EGY
2007,0.004,BA_Total,seasonal_mam,EGY
2008,0.044,BA_Total,seasonal_mam,EGY
2009,0.035,BA_Total,seasonal_mam,EGY
2010,0.023,BA_Total,seasonal_mam,EGY
2011,0.036,BA_Total,seasonal_mam,EGY
2012,0.006,BA_Total,seasonal_mam,EGY
2013,0.009999999999999998,BA_Total,seasonal_mam,EGY
2014,0.0,BA_Total,seasonal_mam,EGY
2015,0.041,BA_Total,seasonal_mam,EGY
2016,0.5429999999999999,BA_Total,seasonal_mam,EGY
2017,0.34500000000000003,BA_Total,seasonal_mam,EGY
2018,0.244,BA_Total,seasonal_mam,EGY
2019,0.024,BA_Total,seasonal_mam,EGY
2020,0.274,BA_Total,seasonal_mam,EGY
2021,0.434,BA_Total,seasonal_mam,EGY
2022,0.9530000000000001,BA_Total,seasonal_mam,EGY
2023,0.683,BA_Total,seasonal_mam,EGY
