year,sum,variable,timescale,region
2001,0.009000000000000001,BA_Forest_NonForest,yearly,LK
2002,0.28600000000000003,BA_Forest_NonForest,yearly,LK
2003,0.20600000000000002,BA_Forest_NonForest,yearly,LK
2004,0.547,BA_Forest_NonForest,yearly,LK
2005,0.321,BA_Forest_NonForest,yearly,LK
2006,0.118,BA_Forest_NonForest,yearly,LK
2007,0.041,BA_Forest_NonForest,yearly,LK
2008,0.051000000000000004,BA_Forest_NonForest,yearly,LK
2009,0.016,BA_Forest_NonForest,yearly,LK
2010,0.209,BA_Forest_NonForest,yearly,LK
2011,0.064,BA_Forest_NonForest,yearly,LK
2012,0.35400000000000004,BA_Forest_NonForest,yearly,LK
2013,0.01,BA_Forest_NonForest,yearly,LK
2014,0.176,BA_Forest_NonForest,yearly,LK
2015,0.012,BA_Forest_NonForest,yearly,LK
2016,0.068,BA_Forest_NonForest,yearly,LK
2017,0.007,BA_Forest_NonForest,yearly,LK
2018,0.003,BA_Forest_NonForest,yearly,LK
2019,0.004,BA_Forest_NonForest,yearly,LK
2020,0.001,BA_Forest_NonForest,yearly,LK
2021,0.042,BA_Forest_NonForest,yearly,LK
2022,0.042,BA_Forest_NonForest,yearly,LK
2023,0.0,BA_Forest_NonForest,yearly,LK
