year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.081,0.0,0.0,0.0,BA_Total,monthly,LK
2002,0.0,0.0,0.0,0.0,0.0,0.33,0.486,1.3070000000000002,0.226,0.0,0.0,0.0,BA_Total,monthly,LK
2003,0.0,0.0,0.0,0.0,0.29900000000000004,0.29500000000000004,0.089,0.88,1.157,0.243,0.0,0.0,BA_Total,monthly,LK
2004,0.0,0.0,0.041,0.0,0.21900000000000003,1.4100000000000001,0.18599999999999997,1.459,0.276,0.0,0.0,0.0,BA_Total,monthly,LK
2005,0.0,0.009000000000000001,0.023,0.0,0.013000000000000001,1.516,0.33399999999999996,0.902,1.174,0.0,0.0,0.0,BA_Total,monthly,LK
2006,0.0,0.0,0.0,0.0,0.0,0.405,0.9279999999999999,0.347,0.0,0.0,0.0,0.0,BA_Total,monthly,LK
2007,0.0,0.0,0.105,0.001,0.248,0.338,0.617,0.518,0.07,0.0,0.0,0.0,BA_Total,monthly,LK
2008,0.0,0.0,0.0,0.0,0.0,0.464,0.28700000000000003,0.372,0.156,0.0,0.0,0.0,BA_Total,monthly,LK
2009,0.005,0.009,0.002,0.0,0.4810000000000001,1.197,0.63,0.065,0.0,0.012,0.0,0.0,BA_Total,monthly,LK
2010,0.0,0.096,0.273,0.0,0.0,0.0,0.094,0.44100000000000006,0.006,0.0,0.0,0.0,BA_Total,monthly,LK
2011,0.0,0.0,0.0,0.0,0.013,0.758,0.05,0.22099999999999997,0.202,0.003,0.0,0.0,BA_Total,monthly,LK
2012,0.0,0.0,0.0,0.0,0.14700000000000002,0.549,0.169,0.9430000000000001,0.228,0.002,0.0,0.0,BA_Total,monthly,LK
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.25,0.231,0.11099999999999999,0.0,0.0,BA_Total,monthly,LK
2014,0.0,0.07700000000000001,0.121,0.0,0.0,0.131,0.188,0.41700000000000004,0.0,0.0,0.0,0.0,BA_Total,monthly,LK
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.23,0.002,0.0,0.0,0.0,BA_Total,monthly,LK
2016,0.0,0.0,0.0,0.0,0.0,0.023999999999999997,0.31700000000000006,0.45,0.389,0.183,0.0,0.0,BA_Total,monthly,LK
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.10900000000000001,0.015,0.006,0.0,0.0,0.0,BA_Total,monthly,LK
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.136,0.0,0.0,0.0,BA_Total,monthly,LK
2019,0.0,0.0,0.099,0.011,0.0,0.09,0.007,0.082,0.0,0.0,0.0,0.0,BA_Total,monthly,LK
2020,0.0,0.003,0.002,0.0,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LK
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20900000000000002,0.0,0.0,0.0,0.0,BA_Total,monthly,LK
2022,0.0,0.0,0.001,0.0,0.0,0.0,0.046,0.038,0.19,0.0,0.0,0.0,BA_Total,monthly,LK
2023,0.002,0.001,0.0,0.0,0.0,0.0,,,,,,,BA_Total,monthly,LK
