year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.0,0.0,0.0,0.0,0.0,0.15600000000000003,0.062000000000000006,0.169,0.10500000000000001,0.0,0.0,0.0,BA_Total,monthly,ALB
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,ALB
2003,0.0,0.0,0.0,0.0,0.0,0.001,0.11,0.376,0.006,0.0,0.0,0.0,BA_Total,monthly,ALB
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.013000000000000001,0.019,0.0,0.0,0.0,BA_Total,monthly,ALB
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.186,0.027,0.0,0.0,0.0,BA_Total,monthly,ALB
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.049,0.0,0.0,0.0,0.0,BA_Total,monthly,ALB
2007,0.0,0.0,0.0,0.006,0.0,0.008,2.315,1.9120000000000001,0.31299999999999994,0.003,0.0,0.0,BA_Total,monthly,ALB
2008,0.0,0.0,0.0,0.0,0.0,0.003,0.059000000000000004,0.49300000000000005,0.02,0.0,0.0,0.0,BA_Total,monthly,ALB
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.15300000000000002,0.044,0.0,0.0,0.0,BA_Total,monthly,ALB
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.372,0.026000000000000002,0.0,0.0,0.0,BA_Total,monthly,ALB
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.249,1.068,0.297,0.001,0.001,0.0,BA_Total,monthly,ALB
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.206,1.3040000000000003,0.44500000000000006,0.008,0.0,0.0,BA_Total,monthly,ALB
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.017,0.007,0.0,0.0,0.0,BA_Total,monthly,ALB
2014,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,BA_Total,monthly,ALB
2015,0.0,0.001,0.0,0.0,0.0,0.0,0.023,0.0,0.06,0.001,0.042,0.0,BA_Total,monthly,ALB
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.099,0.0,0.0,0.0,0.0,BA_Total,monthly,ALB
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.08200000000000002,1.0300000000000002,0.088,0.002,0.0,0.0,BA_Total,monthly,ALB
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.08,0.0,0.0,BA_Total,monthly,ALB
2019,0.0,0.001,0.015,0.007,0.0,0.0,0.0,0.095,0.061,0.007,0.001,0.0,BA_Total,monthly,ALB
2020,0.0,0.0,0.0,0.007,0.0,0.0,0.056,0.097,0.101,0.0,0.0,0.0,BA_Total,monthly,ALB
2021,0.0,0.0,0.0,0.0,0.0,0.002,0.033,0.587,0.007,0.0,0.0,0.0,BA_Total,monthly,ALB
2022,0.0,0.0,0.056,0.0,0.0,0.0,0.11299999999999999,0.138,0.0,0.0,0.002,0.0,BA_Total,monthly,ALB
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Total,monthly,ALB
