year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.011,0.009000000000000001,0.0,0.0,BA_Forest_NonForest,monthly,RS
2002,0.0,0.003,0.10900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,BA_Forest_NonForest,monthly,RS
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.008,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2005,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.0,BA_Forest_NonForest,monthly,RS
2006,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.013000000000000001,0.002,BA_Forest_NonForest,monthly,RS
2007,0.002,0.0,0.030000000000000002,0.004,0.0,0.0,0.342,0.057,0.013000000000000001,0.002,0.0,0.0,BA_Forest_NonForest,monthly,RS
2008,0.0,0.018,0.001,0.0,0.0,0.0,0.0,0.004,0.003,0.004,0.0,0.0,BA_Forest_NonForest,monthly,RS
2009,0.0,0.0,0.077,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,BA_Forest_NonForest,monthly,RS
2010,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.005,0.026000000000000002,0.0,BA_Forest_NonForest,monthly,RS
2011,0.0,0.0,0.020999999999999998,0.0,0.0,0.0,0.0,0.004,0.015000000000000001,0.02,0.067,0.001,BA_Forest_NonForest,monthly,RS
2012,0.0,0.0,0.006,0.0,0.0,0.0,0.015,0.132,0.066,0.002,0.0,0.0,BA_Forest_NonForest,monthly,RS
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,BA_Forest_NonForest,monthly,RS
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.010000000000000002,0.0,BA_Forest_NonForest,monthly,RS
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.001,0.0,BA_Forest_NonForest,monthly,RS
2017,0.0,0.0,0.013000000000000001,0.005,0.0,0.0,0.002,0.0,0.010000000000000002,0.0,0.004,0.0,BA_Forest_NonForest,monthly,RS
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.037000000000000005,0.0,BA_Forest_NonForest,monthly,RS
2019,0.0,0.0,0.058,0.02,0.0,0.0,0.0,0.0,0.002,0.024,0.07500000000000001,0.0,BA_Forest_NonForest,monthly,RS
2020,0.0,0.0,0.019,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019000000000000003,0.001,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2022,0.0,0.0,0.095,0.0,0.0,0.0,0.007,0.004,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,RS
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,RS
