year,sum,variable,timescale,region
2002,0.0,Cem_Total,seasonal_mam,TL
2003,0.0,Cem_Total,seasonal_mam,TL
2004,0.0,Cem_Total,seasonal_mam,TL
2005,0.0,Cem_Total,seasonal_mam,TL
2006,0.0,Cem_Total,seasonal_mam,TL
2007,0.0,Cem_Total,seasonal_mam,TL
2008,0.0,Cem_Total,seasonal_mam,TL
2009,0.0,Cem_Total,seasonal_mam,TL
2010,0.0,Cem_Total,seasonal_mam,TL
2011,0.0,Cem_Total,seasonal_mam,TL
2012,0.0,Cem_Total,seasonal_mam,TL
2013,0.0,Cem_Total,seasonal_mam,TL
2014,0.0,Cem_Total,seasonal_mam,TL
2015,0.0,Cem_Total,seasonal_mam,TL
2016,0.0,Cem_Total,seasonal_mam,TL
2017,0.0,Cem_Total,seasonal_mam,TL
2018,0.0,Cem_Total,seasonal_mam,TL
2019,0.0,Cem_Total,seasonal_mam,TL
2020,0.0,Cem_Total,seasonal_mam,TL
