year,sum,variable,timescale,country
2001,0.026,BA_Forest_NonForest,seasonal_jja,ROU
2002,0.001,BA_Forest_NonForest,seasonal_jja,ROU
2003,0.0,BA_Forest_NonForest,seasonal_jja,ROU
2004,0.052000000000000005,BA_Forest_NonForest,seasonal_jja,ROU
2005,0.017,BA_Forest_NonForest,seasonal_jja,ROU
2006,0.015,BA_Forest_NonForest,seasonal_jja,ROU
2007,0.055,BA_Forest_NonForest,seasonal_jja,ROU
2008,0.028000000000000004,BA_Forest_NonForest,seasonal_jja,ROU
2009,0.002,BA_Forest_NonForest,seasonal_jja,ROU
2010,0.012,BA_Forest_NonForest,seasonal_jja,ROU
2011,0.019000000000000003,BA_Forest_NonForest,seasonal_jja,ROU
2012,0.04,BA_Forest_NonForest,seasonal_jja,ROU
2013,0.038,BA_Forest_NonForest,seasonal_jja,ROU
2014,0.043000000000000003,BA_Forest_NonForest,seasonal_jja,ROU
2015,0.008,BA_Forest_NonForest,seasonal_jja,ROU
2016,0.021000000000000005,BA_Forest_NonForest,seasonal_jja,ROU
2017,0.003,BA_Forest_NonForest,seasonal_jja,ROU
2018,0.0,BA_Forest_NonForest,seasonal_jja,ROU
2019,0.042,BA_Forest_NonForest,seasonal_jja,ROU
2020,0.106,BA_Forest_NonForest,seasonal_jja,ROU
2021,0.14100000000000001,BA_Forest_NonForest,seasonal_jja,ROU
2022,0.056,BA_Forest_NonForest,seasonal_jja,ROU
2023,0.0,BA_Forest_NonForest,seasonal_jja,ROU
