year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.005,0.038000000000000006,0.013000000000000001,0.013999999999999999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,SLV
2002,0.004,0.02,0.003,0.037000000000000005,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.003,BA_Forest_NonForest,monthly,SLV
2003,0.0,0.031,0.007,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.009,BA_Forest_NonForest,monthly,SLV
2004,0.0,0.001,0.010000000000000002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,BA_Forest_NonForest,monthly,SLV
2005,0.012,0.079,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,BA_Forest_NonForest,monthly,SLV
2006,0.005,0.022,0.08500000000000002,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,SLV
2007,0.022,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,SLV
2008,0.0,0.001,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,SLV
2009,0.0,0.031,0.066,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,BA_Forest_NonForest,monthly,SLV
2010,0.0,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,SLV
2011,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.0,0.0,0.001,0.0,BA_Forest_NonForest,monthly,SLV
2012,0.002,0.001,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,BA_Forest_NonForest,monthly,SLV
2013,0.008,0.058,0.615,0.034999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.008,BA_Forest_NonForest,monthly,SLV
2014,0.007,0.015,0.024,0.062000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.008,BA_Forest_NonForest,monthly,SLV
2015,0.017,0.085,0.304,0.075,0.0,0.0,0.016,0.001,0.0,0.0,0.001,0.002,BA_Forest_NonForest,monthly,SLV
2016,0.005,0.009000000000000001,0.002,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.001,BA_Forest_NonForest,monthly,SLV
2017,0.005,0.006,0.075,0.017,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,BA_Forest_NonForest,monthly,SLV
2018,0.014,0.167,0.12,0.011,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,BA_Forest_NonForest,monthly,SLV
2019,0.026000000000000002,0.033,0.334,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,BA_Forest_NonForest,monthly,SLV
2020,0.013000000000000001,0.062,0.18100000000000002,0.032,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.007,BA_Forest_NonForest,monthly,SLV
2021,0.0,0.02,0.032,0.012000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.008,BA_Forest_NonForest,monthly,SLV
2022,0.009999999999999998,0.053000000000000005,0.081,0.005,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.013999999999999999,BA_Forest_NonForest,monthly,SLV
2023,0.006,0.026,0.013000000000000001,0.002,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,SLV
