fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,country
theil-sen,2002-01-01,2020-01-01,4.2e-05,-1.3e-05,9.7e-05,3.7e-05,0.13772,0.00011,-0.000474,0.000694,0.711725,0.003168,0.553071,0.841648,Cem_Forest_NonForest,yearly_jj,ARM
