year,sum,variable,timescale,region
2002,0.0,Cem_Total,yearly,ME
2003,0.010015274576024458,Cem_Total,yearly,ME
2004,0.0,Cem_Total,yearly,ME
2005,0.0,Cem_Total,yearly,ME
2006,0.00777192884632482,Cem_Total,yearly,ME
2007,0.1381767799941776,Cem_Total,yearly,ME
2008,0.02123155666646169,Cem_Total,yearly,ME
2009,0.0001748948275189209,Cem_Total,yearly,ME
2010,0.0008048133452583008,Cem_Total,yearly,ME
2011,0.0498835032049207,Cem_Total,yearly,ME
2012,0.17266947290487,Cem_Total,yearly,ME
2013,0.003239685210458954,Cem_Total,yearly,ME
2014,0.0008286200275629882,Cem_Total,yearly,ME
2015,0.04788607670243152,Cem_Total,yearly,ME
2016,0.0018708890041259309,Cem_Total,yearly,ME
2017,0.13347932082014707,Cem_Total,yearly,ME
2018,0.006879631156362259,Cem_Total,yearly,ME
2019,0.007200044087413742,Cem_Total,yearly,ME
2020,0.027004043977760225,Cem_Total,yearly,ME
