year,sum,variable,timescale,region
2001,0.053000000000000005,BA_Forest_NonForest,seasonal_son,VE
2002,0.161,BA_Forest_NonForest,seasonal_son,VE
2003,0.128,BA_Forest_NonForest,seasonal_son,VE
2004,0.04,BA_Forest_NonForest,seasonal_son,VE
2005,0.13699999999999998,BA_Forest_NonForest,seasonal_son,VE
2006,0.065,BA_Forest_NonForest,seasonal_son,VE
2007,0.036000000000000004,BA_Forest_NonForest,seasonal_son,VE
2008,0.025,BA_Forest_NonForest,seasonal_son,VE
2009,0.15300000000000002,BA_Forest_NonForest,seasonal_son,VE
2010,0.029,BA_Forest_NonForest,seasonal_son,VE
2011,0.05800000000000001,BA_Forest_NonForest,seasonal_son,VE
2012,0.275,BA_Forest_NonForest,seasonal_son,VE
2013,0.049,BA_Forest_NonForest,seasonal_son,VE
2014,0.046,BA_Forest_NonForest,seasonal_son,VE
2015,0.137,BA_Forest_NonForest,seasonal_son,VE
2016,0.018,BA_Forest_NonForest,seasonal_son,VE
2017,0.035,BA_Forest_NonForest,seasonal_son,VE
2018,0.052000000000000005,BA_Forest_NonForest,seasonal_son,VE
2019,0.10300000000000001,BA_Forest_NonForest,seasonal_son,VE
2020,0.051000000000000004,BA_Forest_NonForest,seasonal_son,VE
2021,0.14400000000000002,BA_Forest_NonForest,seasonal_son,VE
2022,0.031000000000000003,BA_Forest_NonForest,seasonal_son,VE
2023,0.0,BA_Forest_NonForest,seasonal_son,VE
