year,sum,variable,timescale,country
2001,17.943,BA_Total,seasonal_son,NER
2002,8.077,BA_Total,seasonal_son,NER
2003,17.262999999999998,BA_Total,seasonal_son,NER
2004,11.218,BA_Total,seasonal_son,NER
2005,15.039000000000001,BA_Total,seasonal_son,NER
2006,11.154,BA_Total,seasonal_son,NER
2007,14.346,BA_Total,seasonal_son,NER
2008,13.695000000000002,BA_Total,seasonal_son,NER
2009,8.116999999999999,BA_Total,seasonal_son,NER
2010,9.207,BA_Total,seasonal_son,NER
2011,9.690000000000001,BA_Total,seasonal_son,NER
2012,9.762,BA_Total,seasonal_son,NER
2013,9.100000000000001,BA_Total,seasonal_son,NER
2014,11.236,BA_Total,seasonal_son,NER
2015,12.201,BA_Total,seasonal_son,NER
2016,20.434,BA_Total,seasonal_son,NER
2017,17.893,BA_Total,seasonal_son,NER
2018,18.54,BA_Total,seasonal_son,NER
2019,11.262,BA_Total,seasonal_son,NER
2020,10.277,BA_Total,seasonal_son,NER
2021,28.544999999999995,BA_Total,seasonal_son,NER
2022,19.391000000000002,BA_Total,seasonal_son,NER
2023,0.0,BA_Total,seasonal_son,NER
