year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_djf,HRV
2002,0.005,BA_Total,seasonal_djf,HRV
2003,0.0,BA_Total,seasonal_djf,HRV
2004,0.0,BA_Total,seasonal_djf,HRV
2005,0.0,BA_Total,seasonal_djf,HRV
2006,0.0,BA_Total,seasonal_djf,HRV
2007,0.017,BA_Total,seasonal_djf,HRV
2008,0.464,BA_Total,seasonal_djf,HRV
2009,0.0,BA_Total,seasonal_djf,HRV
2010,0.0,BA_Total,seasonal_djf,HRV
2011,0.002,BA_Total,seasonal_djf,HRV
2012,0.07100000000000001,BA_Total,seasonal_djf,HRV
2013,0.0,BA_Total,seasonal_djf,HRV
2014,0.003,BA_Total,seasonal_djf,HRV
2015,0.002,BA_Total,seasonal_djf,HRV
2016,0.0,BA_Total,seasonal_djf,HRV
2017,0.089,BA_Total,seasonal_djf,HRV
2018,0.003,BA_Total,seasonal_djf,HRV
2019,0.153,BA_Total,seasonal_djf,HRV
2020,0.003,BA_Total,seasonal_djf,HRV
2021,0.05,BA_Total,seasonal_djf,HRV
2022,0.001,BA_Total,seasonal_djf,HRV
2023,0.0,BA_Total,seasonal_djf,HRV
