year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.0,0.0,0.10500000000000001,0.0,0.0,0.0,0.0,0.007,0.003,0.0,0.0,0.0,BA_Total,monthly,LVA
2002,0.0,0.0,0.009000000000000001,0.113,0.0,0.0,0.085,0.08499999999999999,0.11599999999999999,0.0,0.0,0.0,BA_Total,monthly,LVA
2003,0.0,0.0,0.582,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2004,0.0,0.0,0.11599999999999999,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.0,0.0,0.0,BA_Total,monthly,LVA
2006,0.0,0.0,0.011,0.031,0.002,0.016,0.0,0.0,0.003,0.0,0.0,0.0,BA_Total,monthly,LVA
2007,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,BA_Total,monthly,LVA
2009,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2010,0.0,0.0,0.032,0.0,0.0,0.0,0.001,0.0,0.005,0.0,0.0,0.0,BA_Total,monthly,LVA
2011,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2012,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,BA_Total,monthly,LVA
2013,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2014,0.0,0.0,0.016,0.0,0.0,0.0,0.024999999999999998,0.006,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2015,0.0,0.0,0.05,0.0,0.004,0.001,0.001,0.009000000000000001,0.0,0.004,0.0,0.0,BA_Total,monthly,LVA
2016,0.0,0.0,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2018,0.0,0.0,0.0,0.0,0.0,0.028,0.04599999999999999,0.006,0.0,0.002,0.0,0.0,BA_Total,monthly,LVA
2019,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2020,0.0,0.0,0.0,0.0,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.003,0.0,0.0,0.0,BA_Total,monthly,LVA
2022,0.0,0.0,0.0,0.0,0.0,0.01,0.007,0.002,0.0,0.0,0.0,0.0,BA_Total,monthly,LVA
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Total,monthly,LVA
