year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.033,0.742,0.016,0.001,0.0,0.0,0.022000000000000002,0.031,0.0,0.0,0.0,BA_Total,monthly,DO
2002,0.006,0.016,0.067,0.0,0.0,0.045,0.019,0.0,0.0,0.0,0.001,0.003,BA_Total,monthly,DO
2003,0.006,0.17500000000000002,0.558,0.044000000000000004,0.14800000000000002,0.024,0.055999999999999994,0.068,0.028,0.0,0.0,0.0,BA_Total,monthly,DO
2004,0.004,0.112,0.255,0.055,0.016,0.0,0.0,0.001,0.0,0.0,0.016,0.0,BA_Total,monthly,DO
2005,0.039,0.45599999999999996,1.9489999999999998,0.5449999999999999,0.0,0.0,0.004,0.031,0.0,0.0,0.0,0.035,BA_Total,monthly,DO
2006,0.016,0.19,0.293,0.001,0.01,0.013999999999999999,0.0,0.037000000000000005,0.07200000000000001,0.0,0.0,0.0,BA_Total,monthly,DO
2007,0.095,0.347,0.522,0.08,0.061,0.033,0.002,0.0,0.0,0.0,0.01,0.006,BA_Total,monthly,DO
2008,0.018000000000000002,0.20199999999999999,0.585,0.167,0.051000000000000004,0.011,0.057,0.039,0.0,0.0,0.0,0.019,BA_Total,monthly,DO
2009,0.023,0.10200000000000001,0.346,0.111,0.004,0.023,0.022,0.0,0.018,0.031,0.004,0.004,BA_Total,monthly,DO
2010,0.018,0.31500000000000006,0.732,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,BA_Total,monthly,DO
2011,0.044,0.173,0.4790000000000001,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.019999999999999997,BA_Total,monthly,DO
2012,0.052000000000000005,0.08499999999999999,0.221,0.0,0.026,0.007,0.023,0.003,0.025,0.0,0.0,0.033999999999999996,BA_Total,monthly,DO
2013,0.022,0.261,0.534,0.14800000000000002,0.0,0.0,0.0,0.095,0.109,0.0,0.056,0.0,BA_Total,monthly,DO
2014,0.012,0.07,0.17800000000000002,0.21300000000000002,0.007,0.003,0.246,0.035,0.0,0.0,0.0,0.011,BA_Total,monthly,DO
2015,0.041,0.041999999999999996,0.22600000000000003,0.343,0.318,0.037000000000000005,0.092,0.099,0.012,0.0,0.0,0.0,BA_Total,monthly,DO
2016,0.037,0.027000000000000003,0.009000000000000001,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,BA_Total,monthly,DO
2017,0.025,0.007,0.028999999999999998,0.003,0.0,0.0,0.01,0.0,0.0,0.067,0.0,0.014,BA_Total,monthly,DO
2018,0.027,0.053000000000000005,0.19100000000000003,0.041999999999999996,0.048,0.015,0.0,0.062,0.099,0.0,0.0,0.006,BA_Total,monthly,DO
2019,0.033,0.052000000000000005,0.174,0.07,0.0,0.0,0.0,0.001,0.003,0.0,0.0,0.0,BA_Total,monthly,DO
2020,0.088,0.127,0.012,0.1,0.038000000000000006,0.031,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,DO
2021,0.001,0.052,0.128,0.085,0.0,0.0,0.0,0.012,0.044,0.0,0.008,0.011,BA_Total,monthly,DO
2022,0.42,0.047,0.02,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,DO
2023,0.008,0.141,0.66,0.268,0.083,0.0,,,,,,,BA_Total,monthly,DO
