variable,timescale,region,year,sum,unit
Cem_Total,seasonal_jja,CAR,2002,0.013,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2003,0.047,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2004,0.056,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2005,0.008,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2006,0.008,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2007,0.008,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2008,0.24,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2009,0.013,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2010,0.011,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2011,0.015,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2012,0.005,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2013,0.03,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2014,0.12,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2015,0.221,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2016,0.002,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2017,0.032,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2018,0.041,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2019,0.038,thousand_tonnes_C
Cem_Total,seasonal_jja,CAR,2020,0.017,thousand_tonnes_C
