variable,timescale,region,year,sum,unit
BA_Total,yearly_jj,SAS,2001,92.996,thousand_km2
BA_Total,yearly_jj,SAS,2002,70.24,thousand_km2
BA_Total,yearly_jj,SAS,2003,180.206,thousand_km2
BA_Total,yearly_jj,SAS,2004,299.884,thousand_km2
BA_Total,yearly_jj,SAS,2005,183.4,thousand_km2
BA_Total,yearly_jj,SAS,2006,168.863,thousand_km2
BA_Total,yearly_jj,SAS,2007,268.975,thousand_km2
BA_Total,yearly_jj,SAS,2008,171.468,thousand_km2
BA_Total,yearly_jj,SAS,2009,339.494,thousand_km2
BA_Total,yearly_jj,SAS,2010,336.629,thousand_km2
BA_Total,yearly_jj,SAS,2011,207.429,thousand_km2
BA_Total,yearly_jj,SAS,2012,310.042,thousand_km2
BA_Total,yearly_jj,SAS,2013,233.525,thousand_km2
BA_Total,yearly_jj,SAS,2014,229.082,thousand_km2
BA_Total,yearly_jj,SAS,2015,220.878,thousand_km2
BA_Total,yearly_jj,SAS,2016,199.045,thousand_km2
BA_Total,yearly_jj,SAS,2017,269.915,thousand_km2
BA_Total,yearly_jj,SAS,2018,240.344,thousand_km2
BA_Total,yearly_jj,SAS,2019,219.147,thousand_km2
BA_Total,yearly_jj,SAS,2020,249.767,thousand_km2
BA_Total,yearly_jj,SAS,2021,338.428,thousand_km2
BA_Total,yearly_jj,SAS,2022,232.824,thousand_km2
BA_Total,yearly_jj,SAS,2023,237.513,thousand_km2
BA_Total,yearly_jj,SAS,2024,61.571,thousand_km2
