variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Forest,monthly,EEU,2001,0.004,0.055,0.021,0.749,0.0,0.019,0.795,0.169,0.031,0.022,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2002,0.0,0.0,0.114,0.407,0.005,0.224,0.905,1.222,1.871,0.082,0.008,0.0,thousand_km2
BA_Forest,monthly,EEU,2003,0.0,0.007,0.066,1.137,0.047,0.008,0.048,0.155,0.259,2.226,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2004,0.0,0.001,0.119,0.564,0.345,0.004,0.156,0.806,0.232,0.313,0.007,0.0,thousand_km2
BA_Forest,monthly,EEU,2005,0.001,0.006,0.029,0.495,0.003,0.008,0.084,0.186,0.043,1.042,0.003,0.0,thousand_km2
BA_Forest,monthly,EEU,2006,0.0,0.003,0.016,3.218,0.11,0.046,0.38,0.24,0.155,0.399,0.003,0.0,thousand_km2
BA_Forest,monthly,EEU,2007,0.0,0.002,0.311,0.14,0.0,0.079,0.738,1.125,0.078,0.605,0.007,0.0,thousand_km2
BA_Forest,monthly,EEU,2008,0.0,0.001,1.959,3.372,0.012,0.023,0.144,0.645,0.146,0.717,0.002,0.0,thousand_km2
BA_Forest,monthly,EEU,2009,0.0,0.0,0.645,5.087,0.049,0.007,0.039,0.087,0.1,0.906,0.005,0.0,thousand_km2
BA_Forest,monthly,EEU,2010,0.0,0.0,0.231,0.692,0.063,0.238,8.012,14.045,0.518,0.104,0.001,0.0,thousand_km2
BA_Forest,monthly,EEU,2011,0.001,0.009,0.015,0.756,0.002,0.164,1.192,0.449,0.038,0.039,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2012,0.0,0.0,0.116,1.998,0.014,0.012,0.022,0.021,0.027,0.084,0.002,0.0,thousand_km2
BA_Forest,monthly,EEU,2013,0.0,0.001,0.041,1.183,0.036,0.052,0.193,0.84,0.028,0.035,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2014,0.0,0.008,0.044,0.155,0.0,0.001,0.013,0.035,0.121,0.723,0.001,0.0,thousand_km2
BA_Forest,monthly,EEU,2015,0.0,0.017,0.049,0.723,0.088,0.0,0.027,0.042,0.532,0.628,0.093,0.0,thousand_km2
BA_Forest,monthly,EEU,2016,0.0,0.0,0.064,0.453,0.001,0.0,0.043,0.091,0.019,0.0,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2017,0.0,0.045,0.123,0.823,0.031,0.003,0.012,0.154,0.214,0.168,0.0,0.0,thousand_km2
BA_Forest,monthly,EEU,2018,0.0,0.0,0.034,0.723,0.045,0.005,0.003,0.012,0.079,0.319,0.004,0.0,thousand_km2
BA_Forest,monthly,EEU,2019,0.0,0.0,0.186,0.997,0.008,0.141,0.111,0.05,0.233,0.237,0.006,0.0,thousand_km2
BA_Forest,monthly,EEU,2020,0.0,0.022,0.277,0.074,0.0,0.031,0.247,0.134,0.341,1.019,0.119,0.005,thousand_km2
BA_Forest,monthly,EEU,2021,0.0,0.062,1.084,2.522,0.002,0.021,0.473,0.991,0.172,0.842,0.035,0.008,thousand_km2
BA_Forest,monthly,EEU,2022,0.0,0.014,1.736,0.661,0.003,0.03,0.175,2.856,0.426,0.037,0.0,0.019,thousand_km2
BA_Forest,monthly,EEU,2023,0.014,0.007,1.451,0.489,0.043,0.003,0.062,0.168,0.096,0.122,0.069,0.0,thousand_km2
BA_Forest,monthly,EEU,2024,0.0,0.058,,,,,,,,,,,thousand_km2
