variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,EAS,2002,0.097,0.058,0.389,0.678,0.003,0.0,0.0,0.0,0.002,0.009,0.02,0.004,thousand_tonnes_C
Cem_Forest,monthly,EAS,2003,0.18,0.162,1.424,1.07,0.319,0.028,0.004,0.003,0.008,0.128,0.066,0.427,thousand_tonnes_C
Cem_Forest,monthly,EAS,2004,0.129,0.967,6.344,2.556,0.215,0.013,0.0,0.0,0.007,0.735,0.072,0.406,thousand_tonnes_C
Cem_Forest,monthly,EAS,2005,0.17,1.129,1.659,1.664,0.68,0.099,0.002,0.0,0.003,0.12,0.089,0.321,thousand_tonnes_C
Cem_Forest,monthly,EAS,2006,0.121,0.121,0.981,1.047,0.107,0.023,0.0,0.009,0.008,0.193,0.214,0.115,thousand_tonnes_C
Cem_Forest,monthly,EAS,2007,0.177,1.242,3.043,5.853,0.067,0.021,0.001,0.001,0.005,0.035,0.509,0.222,thousand_tonnes_C
Cem_Forest,monthly,EAS,2008,0.493,0.347,1.03,0.722,0.037,0.0,0.0,0.001,0.004,0.365,0.242,0.147,thousand_tonnes_C
Cem_Forest,monthly,EAS,2009,0.337,0.841,1.447,0.794,0.066,0.015,0.0,0.0,0.071,0.116,0.109,0.041,thousand_tonnes_C
Cem_Forest,monthly,EAS,2010,0.089,0.943,3.001,2.97,0.113,0.025,0.001,0.0,0.001,0.064,0.12,0.018,thousand_tonnes_C
Cem_Forest,monthly,EAS,2011,0.052,0.285,0.259,0.748,0.047,0.213,0.001,0.007,0.043,0.152,0.061,0.029,thousand_tonnes_C
Cem_Forest,monthly,EAS,2012,0.038,0.293,1.707,0.767,0.165,0.022,0.0,0.0,0.011,0.025,0.011,0.013,thousand_tonnes_C
Cem_Forest,monthly,EAS,2013,0.022,0.094,0.378,2.337,0.09,0.026,0.001,0.012,0.002,0.053,0.016,0.078,thousand_tonnes_C
Cem_Forest,monthly,EAS,2014,0.193,0.594,1.2,1.774,0.143,0.013,0.0,0.0,0.083,0.184,0.027,0.021,thousand_tonnes_C
Cem_Forest,monthly,EAS,2015,0.095,0.134,1.169,1.485,0.204,0.009,0.0,0.0,0.0,0.057,0.006,0.002,thousand_tonnes_C
Cem_Forest,monthly,EAS,2016,0.344,0.386,0.281,5.421,0.538,0.008,0.0,0.0,0.0,0.02,0.008,0.024,thousand_tonnes_C
Cem_Forest,monthly,EAS,2017,0.011,0.04,0.369,0.969,0.257,0.002,0.0,0.0,0.017,0.137,0.031,0.031,thousand_tonnes_C
Cem_Forest,monthly,EAS,2018,0.067,0.141,0.446,0.464,0.059,0.001,0.0,0.0,0.0,0.008,0.01,0.018,thousand_tonnes_C
Cem_Forest,monthly,EAS,2019,0.115,0.561,0.556,1.716,0.548,0.006,0.0,0.0,0.007,0.052,0.027,0.16,thousand_tonnes_C
Cem_Forest,monthly,EAS,2020,0.025,0.08,4.297,3.84,0.089,0.009,0.0,0.0,0.001,0.016,0.044,0.457,thousand_tonnes_C
