variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,MED,2001,0.09,0.028,0.077,0.213,0.568,9.926,16.326,35.636,12.148,4.942,1.209,1.264,thousand_km2
BA_Total,monthly,MED,2002,0.489,0.599,0.347,0.08,0.42,5.277,11.66,8.67,5.036,2.752,0.551,0.048,thousand_km2
BA_Total,monthly,MED,2003,0.258,0.078,1.48,0.28,1.122,7.147,10.609,33.033,11.21,4.442,1.06,0.006,thousand_km2
BA_Total,monthly,MED,2004,0.047,0.579,0.757,0.203,0.525,8.398,13.767,16.454,14.802,5.351,0.952,0.335,thousand_km2
BA_Total,monthly,MED,2005,0.681,0.946,2.799,0.074,1.602,7.412,12.685,25.709,7.889,5.026,1.49,0.317,thousand_km2
BA_Total,monthly,MED,2006,0.279,0.518,3.742,0.166,0.598,4.671,7.776,27.973,9.708,3.819,3.879,0.282,thousand_km2
BA_Total,monthly,MED,2007,0.924,0.175,0.748,0.147,0.773,6.143,25.631,29.084,11.888,3.752,1.049,0.067,thousand_km2
BA_Total,monthly,MED,2008,0.442,2.284,0.161,0.283,0.847,3.992,8.097,24.383,10.916,3.797,0.928,0.138,thousand_km2
BA_Total,monthly,MED,2009,0.05,0.452,1.878,0.18,0.666,5.593,12.846,19.772,19.988,6.261,1.511,0.032,thousand_km2
BA_Total,monthly,MED,2010,0.0,0.0,0.858,0.162,0.72,3.312,5.47,23.404,10.756,6.699,3.994,0.291,thousand_km2
BA_Total,monthly,MED,2011,0.067,1.549,2.983,0.528,0.269,2.329,5.037,18.883,24.242,13.683,3.681,0.504,thousand_km2
BA_Total,monthly,MED,2012,0.208,2.576,3.659,0.132,0.689,3.859,14.188,24.813,19.396,5.779,0.182,0.037,thousand_km2
BA_Total,monthly,MED,2013,0.02,0.179,0.018,0.451,1.744,1.99,5.077,14.289,11.92,11.461,1.798,1.068,thousand_km2
BA_Total,monthly,MED,2014,0.236,0.34,1.708,0.406,0.479,2.736,3.573,10.881,7.609,7.146,1.004,0.082,thousand_km2
BA_Total,monthly,MED,2015,0.066,0.251,0.444,0.329,2.316,5.814,9.91,11.753,9.582,5.234,2.803,1.023,thousand_km2
BA_Total,monthly,MED,2016,0.289,0.172,0.36,0.109,0.675,4.635,6.92,13.587,12.225,4.524,4.386,0.822,thousand_km2
BA_Total,monthly,MED,2017,0.255,1.48,1.057,0.89,0.73,6.245,13.529,21.078,7.043,21.351,2.098,0.34,thousand_km2
BA_Total,monthly,MED,2018,0.061,0.025,0.014,0.118,0.701,1.13,1.124,4.561,3.626,5.266,0.895,0.018,thousand_km2
BA_Total,monthly,MED,2019,0.166,2.664,1.825,0.243,6.04,5.946,6.026,7.437,16.023,9.714,2.901,1.348,thousand_km2
BA_Total,monthly,MED,2020,0.111,0.37,0.707,2.207,2.034,8.223,5.553,8.579,8.464,3.792,4.012,0.42,thousand_km2
BA_Total,monthly,MED,2021,0.08,0.65,0.7,0.152,0.884,6.17,10.704,25.39,6.838,4.657,5.254,1.055,thousand_km2
BA_Total,monthly,MED,2022,0.385,0.153,2.327,0.039,0.35,6.439,14.631,10.0,1.796,3.286,2.293,0.665,thousand_km2
BA_Total,monthly,MED,2023,0.054,1.395,1.332,0.455,0.881,5.86,9.669,8.676,5.585,4.537,0.958,0.903,thousand_km2
BA_Total,monthly,MED,2024,0.171,0.164,,,,,,,,,,,thousand_km2
