variable,timescale,region,year,sum,unit
BA_Total,yearly,NWS,2001,36.982,thousand_km2
BA_Total,yearly,NWS,2002,32.566,thousand_km2
BA_Total,yearly,NWS,2003,58.716,thousand_km2
BA_Total,yearly,NWS,2004,65.673,thousand_km2
BA_Total,yearly,NWS,2005,40.079,thousand_km2
BA_Total,yearly,NWS,2006,23.735,thousand_km2
BA_Total,yearly,NWS,2007,65.898,thousand_km2
BA_Total,yearly,NWS,2008,35.831,thousand_km2
BA_Total,yearly,NWS,2009,26.699,thousand_km2
BA_Total,yearly,NWS,2010,31.691,thousand_km2
BA_Total,yearly,NWS,2011,24.006,thousand_km2
BA_Total,yearly,NWS,2012,26.571,thousand_km2
BA_Total,yearly,NWS,2013,22.263,thousand_km2
BA_Total,yearly,NWS,2014,36.253,thousand_km2
BA_Total,yearly,NWS,2015,23.081,thousand_km2
BA_Total,yearly,NWS,2016,46.127,thousand_km2
BA_Total,yearly,NWS,2017,21.215,thousand_km2
BA_Total,yearly,NWS,2018,51.934,thousand_km2
BA_Total,yearly,NWS,2019,34.041,thousand_km2
BA_Total,yearly,NWS,2020,42.008,thousand_km2
BA_Total,yearly,NWS,2021,19.678,thousand_km2
BA_Total,yearly,NWS,2022,38.5,thousand_km2
BA_Total,yearly,NWS,2023,20.614,thousand_km2
BA_Total,yearly,NWS,2024,9.62,thousand_km2
