fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-10-01,2024-10-01,-0.0201,-0.082492,0.042292,-0.016741,0.527769,2.235595,1.398131,3.073059,0.0,1.97547,0.89637,0.971055,BA_Total,seasonal_son,NCA
