fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-02-01,2024-02-01,-0.0,-0.0,0.0,0.0,0.062149,0.0,0.0,0.0,0.000721,0.087975,0.802653,0.618029,BA_Total,seasonal_djf,NEU
