variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,NAU,2001,17.007,2.161,5.025,114.917,317.953,170.71,136.284,450.499,595.954,408.829,416.934,140.148,thousand_km2
BA_Total,monthly,NAU,2002,35.543,12.589,26.724,102.657,186.573,109.026,116.073,171.495,173.468,494.51,211.858,171.887,thousand_km2
BA_Total,monthly,NAU,2003,20.872,1.671,5.39,32.16,150.328,102.278,71.747,59.794,131.313,300.75,285.117,29.036,thousand_km2
BA_Total,monthly,NAU,2004,4.305,0.263,2.555,36.868,40.405,115.521,143.455,170.05,408.429,879.728,582.078,130.827,thousand_km2
BA_Total,monthly,NAU,2005,6.17,6.487,6.537,71.176,174.696,78.478,88.294,104.94,134.142,218.948,155.518,53.356,thousand_km2
BA_Total,monthly,NAU,2006,1.904,2.099,0.872,11.233,68.888,75.894,84.722,246.413,357.264,266.487,601.451,187.318,thousand_km2
BA_Total,monthly,NAU,2007,5.292,8.336,7.658,34.145,89.83,103.301,109.603,199.269,511.845,473.306,328.384,68.338,thousand_km2
BA_Total,monthly,NAU,2008,16.152,1.284,4.34,80.662,177.252,67.729,85.122,137.297,115.675,344.068,214.012,14.636,thousand_km2
BA_Total,monthly,NAU,2009,0.67,0.756,8.076,106.504,149.125,79.968,82.764,93.128,137.115,389.213,398.264,178.681,thousand_km2
BA_Total,monthly,NAU,2010,6.206,3.384,5.533,31.308,72.124,88.672,101.664,115.406,67.662,103.547,121.249,17.478,thousand_km2
BA_Total,monthly,NAU,2011,2.682,0.493,1.724,60.327,198.572,137.451,126.246,282.726,552.227,487.023,198.054,98.211,thousand_km2
BA_Total,monthly,NAU,2012,56.107,32.017,7.476,128.316,220.363,177.311,151.699,226.64,359.648,444.006,456.947,173.771,thousand_km2
BA_Total,monthly,NAU,2013,40.454,9.636,12.132,84.317,61.23,82.868,94.705,112.649,131.535,242.777,101.042,23.064,thousand_km2
BA_Total,monthly,NAU,2014,9.899,0.548,9.939,37.188,104.659,167.376,110.291,208.588,307.259,401.043,281.975,46.793,thousand_km2
BA_Total,monthly,NAU,2015,6.208,5.63,42.85,175.141,229.96,98.904,100.972,113.316,153.012,267.625,297.098,24.526,thousand_km2
BA_Total,monthly,NAU,2016,10.515,6.022,9.83,93.459,55.952,76.188,119.591,91.958,27.305,162.126,275.979,42.348,thousand_km2
BA_Total,monthly,NAU,2017,0.163,1.713,5.605,35.935,158.664,145.979,76.866,90.513,309.356,204.361,261.983,193.372,thousand_km2
BA_Total,monthly,NAU,2018,15.289,2.121,32.155,210.529,271.766,119.65,94.173,91.199,147.909,228.899,276.614,159.652,thousand_km2
BA_Total,monthly,NAU,2019,15.066,7.121,31.897,43.627,89.896,107.445,121.041,88.768,82.604,135.025,130.644,179.698,thousand_km2
BA_Total,monthly,NAU,2020,12.116,1.063,8.117,26.41,84.778,70.984,115.706,44.004,40.31,59.156,100.551,17.678,thousand_km2
BA_Total,monthly,NAU,2021,1.639,0.096,1.954,47.653,165.03,65.591,83.647,107.04,76.17,249.276,195.041,98.401,thousand_km2
BA_Total,monthly,NAU,2022,12.608,4.488,27.714,174.867,131.401,107.488,95.996,122.306,86.333,131.481,149.102,23.072,thousand_km2
BA_Total,monthly,NAU,2023,1.214,1.805,45.626,66.687,179.486,90.431,79.488,105.841,297.306,781.239,338.739,190.63,thousand_km2
BA_Total,monthly,NAU,2024,27.133,2.731,,,,,,,,,,,thousand_km2
