variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
BA_Total,monthly,WSB,2001,0.0,0.0,0.556,50.798,6.948,5.161,10.937,34.666,19.318,3.471,0.185,0.0,thousand_km2
BA_Total,monthly,WSB,2002,0.0,0.0,0.519,17.398,15.174,2.248,15.821,348.979,328.521,68.396,3.543,0.0,thousand_km2
BA_Total,monthly,WSB,2003,0.0,0.0,0.917,48.474,26.119,17.833,13.407,56.847,112.529,123.872,1.426,0.0,thousand_km2
BA_Total,monthly,WSB,2004,0.0,0.093,1.531,93.698,157.931,130.913,31.616,29.432,33.759,54.723,0.389,0.0,thousand_km2
BA_Total,monthly,WSB,2005,0.0,0.78,0.927,31.642,18.334,72.351,264.377,24.554,27.545,46.822,0.184,0.0,thousand_km2
BA_Total,monthly,WSB,2006,0.013,0.285,4.433,36.401,103.384,115.079,31.803,86.207,95.982,13.758,0.142,0.0,thousand_km2
BA_Total,monthly,WSB,2007,0.0,0.0,1.043,25.406,3.221,20.053,11.8,39.242,103.441,42.267,1.642,0.0,thousand_km2
BA_Total,monthly,WSB,2008,0.0,0.137,31.92,206.065,34.337,74.146,51.667,68.933,35.677,36.781,0.421,0.248,thousand_km2
BA_Total,monthly,WSB,2009,0.165,0.689,5.694,37.692,43.491,8.795,19.385,21.503,9.453,15.585,0.782,0.0,thousand_km2
BA_Total,monthly,WSB,2010,0.0,0.0,0.232,103.284,13.137,139.547,43.326,77.394,67.828,35.244,0.394,0.026,thousand_km2
BA_Total,monthly,WSB,2011,0.0,0.004,0.779,61.733,22.273,8.14,5.214,20.145,47.279,9.592,0.313,0.0,thousand_km2
BA_Total,monthly,WSB,2012,0.0,0.0,4.303,123.131,29.904,51.802,133.214,34.35,11.286,8.77,0.181,0.002,thousand_km2
BA_Total,monthly,WSB,2013,0.103,0.066,3.962,15.251,1.387,9.605,19.957,12.264,6.661,5.936,2.183,0.0,thousand_km2
BA_Total,monthly,WSB,2014,0.0,0.0,6.578,73.87,39.566,26.768,36.171,69.241,24.107,1.032,0.515,0.0,thousand_km2
BA_Total,monthly,WSB,2015,0.0,0.0,0.773,13.43,5.354,15.743,42.628,131.077,36.073,23.401,0.049,0.0,thousand_km2
BA_Total,monthly,WSB,2016,0.0,0.556,1.329,16.236,23.274,7.503,16.978,21.226,28.466,1.135,0.067,0.0,thousand_km2
BA_Total,monthly,WSB,2017,0.0,0.0,2.985,39.213,14.808,71.881,159.431,58.681,70.959,11.472,0.245,0.017,thousand_km2
BA_Total,monthly,WSB,2018,0.0,0.0,0.351,17.5,12.138,6.793,33.092,19.362,7.2,12.113,0.384,0.0,thousand_km2
BA_Total,monthly,WSB,2019,0.0,0.036,13.32,26.643,29.734,16.914,132.417,79.825,32.766,19.863,0.073,0.0,thousand_km2
BA_Total,monthly,WSB,2020,0.0,0.149,14.859,58.919,3.145,47.619,32.64,15.528,16.112,12.381,0.233,0.0,thousand_km2
BA_Total,monthly,WSB,2021,0.0,0.0,1.34,68.907,33.046,60.671,67.399,40.53,22.355,8.099,0.063,0.0,thousand_km2
BA_Total,monthly,WSB,2022,0.0,0.0,21.124,92.885,24.663,10.733,10.845,15.408,35.332,13.595,0.013,0.0,thousand_km2
BA_Total,monthly,WSB,2023,0.0,0.0,4.701,15.07,67.097,15.151,17.227,4.781,2.027,1.826,0.503,0.0,thousand_km2
BA_Total,monthly,WSB,2024,0.008,0.04,,,,,,,,,,,thousand_km2
