variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,ESB,2002,0.0,0.234,4.941,3.13,9.612,5.744,33.671,68.938,30.182,3.46,0.272,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2003,0.0,0.169,52.681,12.799,138.872,68.652,29.617,2.262,0.71,0.632,0.004,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2004,0.0,0.0,0.094,1.691,3.346,2.359,7.605,0.542,0.875,0.506,0.111,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2005,0.0,0.044,16.98,1.648,1.071,0.525,4.372,2.676,2.993,4.961,0.065,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2006,0.0,0.001,0.66,12.052,9.093,2.04,54.295,6.123,5.295,2.474,0.026,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2007,0.005,0.126,2.19,9.268,13.702,4.217,5.365,12.165,11.52,7.337,0.464,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2008,0.0,0.668,17.0,57.267,33.406,15.234,17.537,0.472,0.553,0.085,0.038,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2009,0.0,0.0,4.819,11.124,9.572,1.712,1.081,1.902,1.593,0.093,0.247,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2010,0.0,0.0,0.2,5.482,0.647,2.003,2.099,1.043,1.249,0.497,0.181,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2011,0.0,0.0,27.32,13.25,6.114,16.203,24.166,3.17,6.655,12.575,0.74,0.002,thousand_tonnes_C
Cem_Total,monthly,ESB,2012,0.003,0.051,10.347,9.232,22.183,12.233,24.611,15.113,1.564,0.225,0.032,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2013,0.0,0.0,0.073,13.557,1.777,6.627,12.928,24.101,0.702,0.606,0.421,0.001,thousand_tonnes_C
Cem_Total,monthly,ESB,2014,0.0,0.01,55.702,9.998,9.474,7.821,71.129,25.818,3.904,1.77,3.104,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2015,0.0,0.006,18.662,13.321,10.789,6.84,43.17,35.651,6.528,1.246,1.257,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2016,0.0,0.0,2.227,4.956,19.968,17.006,57.664,6.787,44.979,0.202,0.025,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2017,0.0,0.065,9.111,11.019,2.239,16.546,18.482,43.61,1.447,0.176,0.362,0.002,thousand_tonnes_C
Cem_Total,monthly,ESB,2018,0.0,0.001,11.046,13.214,29.342,12.209,50.053,16.454,4.368,0.273,0.006,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2019,0.073,5.508,1.496,4.133,4.008,4.847,105.308,37.491,1.032,0.28,0.01,0.0,thousand_tonnes_C
Cem_Total,monthly,ESB,2020,0.0,0.006,9.703,11.6,2.318,1.261,10.094,22.733,9.667,0.084,0.005,0.0,thousand_tonnes_C
