variable,timescale,region,year,sum,unit
BA_Total,seasonal_djf,WCE,2001,0.0,thousand_km2
BA_Total,seasonal_djf,WCE,2002,2.256,thousand_km2
BA_Total,seasonal_djf,WCE,2003,0.278,thousand_km2
BA_Total,seasonal_djf,WCE,2004,0.076,thousand_km2
BA_Total,seasonal_djf,WCE,2005,3.199,thousand_km2
BA_Total,seasonal_djf,WCE,2006,0.279,thousand_km2
BA_Total,seasonal_djf,WCE,2007,2.104,thousand_km2
BA_Total,seasonal_djf,WCE,2008,2.105,thousand_km2
BA_Total,seasonal_djf,WCE,2009,0.161,thousand_km2
BA_Total,seasonal_djf,WCE,2010,0.039,thousand_km2
BA_Total,seasonal_djf,WCE,2011,0.495,thousand_km2
BA_Total,seasonal_djf,WCE,2012,3.869,thousand_km2
BA_Total,seasonal_djf,WCE,2013,1.301,thousand_km2
BA_Total,seasonal_djf,WCE,2014,14.532,thousand_km2
BA_Total,seasonal_djf,WCE,2015,11.303,thousand_km2
BA_Total,seasonal_djf,WCE,2016,0.646,thousand_km2
BA_Total,seasonal_djf,WCE,2017,3.388,thousand_km2
BA_Total,seasonal_djf,WCE,2018,0.058,thousand_km2
BA_Total,seasonal_djf,WCE,2019,1.833,thousand_km2
BA_Total,seasonal_djf,WCE,2020,5.194,thousand_km2
BA_Total,seasonal_djf,WCE,2021,0.38,thousand_km2
BA_Total,seasonal_djf,WCE,2022,0.926,thousand_km2
BA_Total,seasonal_djf,WCE,2023,0.304,thousand_km2
BA_Total,seasonal_djf,WCE,2024,2.191,thousand_km2
