variable,timescale,region,year,sum,unit
Cem_Forest,yearly,WNA,2002,3.265,thousand_tonnes_C
Cem_Forest,yearly,WNA,2003,5.019,thousand_tonnes_C
Cem_Forest,yearly,WNA,2004,0.702,thousand_tonnes_C
Cem_Forest,yearly,WNA,2005,1.145,thousand_tonnes_C
Cem_Forest,yearly,WNA,2006,4.606,thousand_tonnes_C
Cem_Forest,yearly,WNA,2007,7.618,thousand_tonnes_C
Cem_Forest,yearly,WNA,2008,5.765,thousand_tonnes_C
Cem_Forest,yearly,WNA,2009,1.241,thousand_tonnes_C
Cem_Forest,yearly,WNA,2010,0.409,thousand_tonnes_C
Cem_Forest,yearly,WNA,2011,1.173,thousand_tonnes_C
Cem_Forest,yearly,WNA,2012,4.789,thousand_tonnes_C
Cem_Forest,yearly,WNA,2013,3.09,thousand_tonnes_C
Cem_Forest,yearly,WNA,2014,3.246,thousand_tonnes_C
Cem_Forest,yearly,WNA,2015,11.726,thousand_tonnes_C
Cem_Forest,yearly,WNA,2016,3.375,thousand_tonnes_C
Cem_Forest,yearly,WNA,2017,12.741,thousand_tonnes_C
Cem_Forest,yearly,WNA,2018,9.652,thousand_tonnes_C
Cem_Forest,yearly,WNA,2019,1.048,thousand_tonnes_C
Cem_Forest,yearly,WNA,2020,34.012,thousand_tonnes_C
