variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,SAM,2002,0.058,0.131,0.308,0.182,0.684,3.85,5.929,39.802,23.754,20.949,9.595,1.949,thousand_tonnes_C
Cem_Total,monthly,SAM,2003,0.229,0.172,0.079,0.273,1.024,2.488,9.012,18.041,26.341,5.762,1.831,0.274,thousand_tonnes_C
Cem_Total,monthly,SAM,2004,0.673,0.429,0.37,0.227,1.486,4.023,9.036,34.003,66.498,11.623,1.731,0.474,thousand_tonnes_C
Cem_Total,monthly,SAM,2005,0.11,0.22,0.273,0.632,1.535,1.764,10.732,50.055,52.092,8.336,0.8,0.047,thousand_tonnes_C
Cem_Total,monthly,SAM,2006,0.311,0.214,0.159,0.241,0.625,1.013,4.573,29.854,30.355,1.919,2.143,0.139,thousand_tonnes_C
Cem_Total,monthly,SAM,2007,0.146,0.458,0.481,0.197,0.615,1.575,3.097,55.352,82.939,14.972,0.866,0.472,thousand_tonnes_C
Cem_Total,monthly,SAM,2008,0.05,0.095,0.242,0.158,0.425,0.758,2.02,10.356,21.79,7.903,2.032,1.344,thousand_tonnes_C
Cem_Total,monthly,SAM,2009,1.327,0.558,0.498,1.029,2.828,0.947,1.262,4.534,9.157,5.453,0.867,0.201,thousand_tonnes_C
Cem_Total,monthly,SAM,2010,0.467,0.588,0.573,0.628,0.907,2.239,8.153,70.652,80.709,18.802,2.91,3.203,thousand_tonnes_C
Cem_Total,monthly,SAM,2011,0.483,0.037,0.201,0.127,0.376,0.549,1.132,9.438,22.573,3.961,2.013,2.46,thousand_tonnes_C
Cem_Total,monthly,SAM,2012,0.542,0.447,0.349,0.184,0.575,0.596,2.705,22.228,30.411,4.307,0.836,0.265,thousand_tonnes_C
Cem_Total,monthly,SAM,2013,0.254,0.543,0.356,0.107,0.338,0.325,0.982,6.889,9.572,2.154,1.471,0.788,thousand_tonnes_C
Cem_Total,monthly,SAM,2014,0.114,0.272,0.27,0.311,0.393,0.695,1.012,10.715,9.776,6.881,0.928,0.132,thousand_tonnes_C
Cem_Total,monthly,SAM,2015,0.427,0.522,0.289,0.074,0.213,0.625,1.101,10.638,20.383,8.113,2.228,1.649,thousand_tonnes_C
Cem_Total,monthly,SAM,2016,0.416,0.765,0.599,0.394,0.487,0.775,7.146,27.412,19.983,7.882,0.949,0.39,thousand_tonnes_C
Cem_Total,monthly,SAM,2017,1.542,0.394,0.37,0.13,0.426,0.799,3.532,13.36,70.254,7.626,0.662,0.076,thousand_tonnes_C
Cem_Total,monthly,SAM,2018,0.238,0.773,0.416,0.103,0.412,0.77,2.565,5.693,16.192,1.405,0.308,0.616,thousand_tonnes_C
Cem_Total,monthly,SAM,2019,1.896,1.39,0.432,0.174,0.677,1.045,3.408,48.655,59.285,9.978,4.664,0.763,thousand_tonnes_C
Cem_Total,monthly,SAM,2020,2.336,1.031,2.981,2.399,0.972,1.133,10.799,31.965,78.705,35.752,8.597,0.79,thousand_tonnes_C
