variable,timescale,region,year,sum,unit
BA_Total,seasonal_djf,WSAF,2001,0.0,thousand_km2
BA_Total,seasonal_djf,WSAF,2002,36.77,thousand_km2
BA_Total,seasonal_djf,WSAF,2003,15.692,thousand_km2
BA_Total,seasonal_djf,WSAF,2004,10.013,thousand_km2
BA_Total,seasonal_djf,WSAF,2005,10.361,thousand_km2
BA_Total,seasonal_djf,WSAF,2006,14.708,thousand_km2
BA_Total,seasonal_djf,WSAF,2007,29.714,thousand_km2
BA_Total,seasonal_djf,WSAF,2008,13.09,thousand_km2
BA_Total,seasonal_djf,WSAF,2009,12.057,thousand_km2
BA_Total,seasonal_djf,WSAF,2010,18.181,thousand_km2
BA_Total,seasonal_djf,WSAF,2011,4.728,thousand_km2
BA_Total,seasonal_djf,WSAF,2012,17.933,thousand_km2
BA_Total,seasonal_djf,WSAF,2013,18.565,thousand_km2
BA_Total,seasonal_djf,WSAF,2014,5.945,thousand_km2
BA_Total,seasonal_djf,WSAF,2015,16.021,thousand_km2
BA_Total,seasonal_djf,WSAF,2016,16.73,thousand_km2
BA_Total,seasonal_djf,WSAF,2017,19.359,thousand_km2
BA_Total,seasonal_djf,WSAF,2018,28.053,thousand_km2
BA_Total,seasonal_djf,WSAF,2019,21.486,thousand_km2
BA_Total,seasonal_djf,WSAF,2020,4.354,thousand_km2
BA_Total,seasonal_djf,WSAF,2021,7.741,thousand_km2
BA_Total,seasonal_djf,WSAF,2022,17.524,thousand_km2
BA_Total,seasonal_djf,WSAF,2023,21.516,thousand_km2
BA_Total,seasonal_djf,WSAF,2024,24.09,thousand_km2
