fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2002-02-01,2020-02-01,0.003772,-0.000491,0.008036,0.003023,0.082883,0.005855,-0.039064,0.050774,0.798355,0.046328,0.987756,0.994487,Cem_Forest_NonForest,seasonal_djf,MED
