variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NWS,2002,0.237,0.674,0.138,0.002,0.0,0.008,0.078,0.394,0.113,0.017,0.028,0.102,thousand_tonnes_C
Cem_Total,monthly,NWS,2003,0.974,1.059,2.018,0.198,0.0,0.012,0.076,0.227,0.459,0.028,0.025,0.054,thousand_tonnes_C
Cem_Total,monthly,NWS,2004,1.236,3.385,0.363,0.043,0.001,0.006,0.029,0.15,0.181,0.054,0.028,0.096,thousand_tonnes_C
Cem_Total,monthly,NWS,2005,0.186,0.231,0.282,0.012,0.003,0.019,0.218,1.08,0.618,0.156,0.126,0.346,thousand_tonnes_C
Cem_Total,monthly,NWS,2006,0.235,0.758,0.171,0.017,0.008,0.013,0.058,0.135,0.35,0.106,0.017,0.098,thousand_tonnes_C
Cem_Total,monthly,NWS,2007,0.56,5.504,0.73,0.006,0.001,0.025,0.102,0.139,0.426,0.232,0.057,0.088,thousand_tonnes_C
Cem_Total,monthly,NWS,2008,0.636,0.809,0.514,0.02,0.0,0.0,0.03,0.124,0.2,0.053,0.015,0.104,thousand_tonnes_C
Cem_Total,monthly,NWS,2009,0.108,0.5,0.278,0.025,0.009,0.014,0.1,0.172,0.303,0.065,0.08,0.217,thousand_tonnes_C
Cem_Total,monthly,NWS,2010,0.833,0.318,0.09,0.004,0.002,0.0,0.016,0.789,0.245,0.19,0.022,0.097,thousand_tonnes_C
Cem_Total,monthly,NWS,2011,0.66,0.787,0.048,0.002,0.006,0.012,0.025,0.161,0.087,0.028,0.082,0.034,thousand_tonnes_C
Cem_Total,monthly,NWS,2012,0.324,0.286,0.227,0.001,0.003,0.007,0.034,0.342,0.892,0.024,0.035,0.106,thousand_tonnes_C
Cem_Total,monthly,NWS,2013,0.422,0.627,0.057,0.014,0.003,0.005,0.033,0.057,0.287,0.045,0.039,0.097,thousand_tonnes_C
Cem_Total,monthly,NWS,2014,0.763,1.451,0.425,0.07,0.004,0.028,0.107,0.198,0.309,0.008,0.011,0.038,thousand_tonnes_C
Cem_Total,monthly,NWS,2015,0.053,0.282,0.835,0.022,0.011,0.063,0.062,0.222,0.551,0.074,0.008,0.063,thousand_tonnes_C
Cem_Total,monthly,NWS,2016,0.861,0.871,1.998,0.405,0.0,0.017,0.052,0.303,0.176,0.05,0.378,0.148,thousand_tonnes_C
Cem_Total,monthly,NWS,2017,0.216,1.104,0.156,0.007,0.0,0.001,0.038,0.176,0.075,0.065,0.032,0.15,thousand_tonnes_C
Cem_Total,monthly,NWS,2018,0.091,7.131,0.586,0.027,0.0,0.008,0.041,0.057,0.491,0.03,0.059,0.114,thousand_tonnes_C
Cem_Total,monthly,NWS,2019,0.297,0.864,0.705,0.176,0.002,0.003,0.05,0.358,0.406,0.06,0.029,0.084,thousand_tonnes_C
Cem_Total,monthly,NWS,2020,0.222,1.481,1.355,0.409,0.114,0.031,0.033,0.182,0.465,0.122,0.103,0.081,thousand_tonnes_C
