variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,NWN,2002,0.0,0.0,0.0,0.034,1.24,11.329,6.972,11.344,0.039,0.051,0.1,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2003,0.002,0.0,0.061,0.045,0.148,1.482,4.928,8.097,1.165,0.36,0.027,0.005,thousand_tonnes_C
Cem_Total,monthly,NWN,2004,0.0,0.0,0.112,0.089,0.115,32.568,63.836,50.333,2.659,0.021,0.037,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2005,0.012,0.092,0.016,0.019,0.243,9.093,14.863,38.24,0.673,0.004,0.019,0.01,thousand_tonnes_C
Cem_Total,monthly,NWN,2006,0.021,0.0,0.097,0.085,0.012,30.372,20.595,1.607,0.137,0.061,0.001,0.005,thousand_tonnes_C
Cem_Total,monthly,NWN,2007,0.0,0.0,0.024,0.0,0.114,7.04,13.493,0.514,4.662,0.029,0.0,0.002,thousand_tonnes_C
Cem_Total,monthly,NWN,2008,0.0,0.014,0.023,0.04,0.201,7.796,18.529,5.295,0.481,0.071,0.0,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2009,0.0,0.0,0.014,0.13,0.079,2.034,17.8,12.503,0.206,0.018,0.035,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2010,0.0,0.151,0.073,0.024,0.796,29.015,28.352,11.273,0.695,0.021,0.0,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2011,0.0,0.0,0.024,0.237,5.867,25.464,5.269,0.287,0.484,0.042,0.008,0.024,thousand_tonnes_C
Cem_Total,monthly,NWN,2012,0.0,0.006,0.016,0.046,0.326,4.409,20.976,4.521,3.429,0.034,0.0,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2013,0.0,0.0,0.026,0.061,0.609,2.633,19.431,16.279,1.394,0.055,0.001,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2014,0.003,0.0,0.0,0.074,0.534,6.756,50.088,38.577,1.241,0.021,0.0,0.004,thousand_tonnes_C
Cem_Total,monthly,NWN,2015,0.0,0.0,0.054,0.083,3.238,61.105,64.525,3.706,0.048,0.004,0.001,0.006,thousand_tonnes_C
Cem_Total,monthly,NWN,2016,0.0,0.001,0.133,0.142,13.133,3.321,12.506,0.774,0.049,0.006,0.201,0.022,thousand_tonnes_C
Cem_Total,monthly,NWN,2017,0.007,0.0,0.016,0.037,0.207,3.093,25.416,36.541,3.352,0.037,0.028,0.046,thousand_tonnes_C
Cem_Total,monthly,NWN,2018,0.0,0.0,0.0,0.236,0.677,1.632,3.132,31.986,0.621,0.084,0.02,0.0,thousand_tonnes_C
Cem_Total,monthly,NWN,2019,0.0,0.0,0.05,0.002,10.799,12.781,26.322,2.645,1.756,0.036,0.016,0.003,thousand_tonnes_C
Cem_Total,monthly,NWN,2020,0.002,0.0,0.0,0.0,0.033,0.305,0.071,0.083,0.251,0.004,0.457,0.093,thousand_tonnes_C
