variable,timescale,region,year,sum,unit
Cem_Total,yearly_jj,SEA,2002,31.526,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2003,145.2,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2004,68.963,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2005,151.619,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2006,45.13,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2007,213.653,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2008,33.111,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2009,38.188,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2010,125.805,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2011,32.492,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2012,68.735,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2013,76.074,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2014,62.696,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2015,126.112,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2016,188.312,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2017,25.993,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2018,26.161,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2019,63.178,thousand_tonnes_C
Cem_Total,yearly_jj,SEA,2020,162.035,thousand_tonnes_C
