variable,timescale,region,year,sum,unit
Cem_Total,seasonal_mam,NWN,2002,1.274,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2003,0.254,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2004,0.316,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2005,0.278,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2006,0.194,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2007,0.139,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2008,0.264,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2009,0.222,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2010,0.892,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2011,6.129,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2012,0.388,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2013,0.696,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2014,0.608,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2015,3.375,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2016,13.408,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2017,0.26,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2018,0.912,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2019,10.851,thousand_tonnes_C
Cem_Total,seasonal_mam,NWN,2020,0.033,thousand_tonnes_C
