variable,timescale,region,year,sum,unit
BA_Total,seasonal_son,EEU,2001,27.611,thousand_km2
BA_Total,seasonal_son,EEU,2002,109.474,thousand_km2
BA_Total,seasonal_son,EEU,2003,138.141,thousand_km2
BA_Total,seasonal_son,EEU,2004,63.126,thousand_km2
BA_Total,seasonal_son,EEU,2005,147.947,thousand_km2
BA_Total,seasonal_son,EEU,2006,56.436,thousand_km2
BA_Total,seasonal_son,EEU,2007,52.097,thousand_km2
BA_Total,seasonal_son,EEU,2008,59.496,thousand_km2
BA_Total,seasonal_son,EEU,2009,30.693,thousand_km2
BA_Total,seasonal_son,EEU,2010,38.937,thousand_km2
BA_Total,seasonal_son,EEU,2011,7.346,thousand_km2
BA_Total,seasonal_son,EEU,2012,9.68,thousand_km2
BA_Total,seasonal_son,EEU,2013,2.246,thousand_km2
BA_Total,seasonal_son,EEU,2014,35.621,thousand_km2
BA_Total,seasonal_son,EEU,2015,39.249,thousand_km2
BA_Total,seasonal_son,EEU,2016,6.67,thousand_km2
BA_Total,seasonal_son,EEU,2017,69.347,thousand_km2
BA_Total,seasonal_son,EEU,2018,20.604,thousand_km2
BA_Total,seasonal_son,EEU,2019,13.073,thousand_km2
BA_Total,seasonal_son,EEU,2020,20.692,thousand_km2
BA_Total,seasonal_son,EEU,2021,9.104,thousand_km2
BA_Total,seasonal_son,EEU,2022,14.051,thousand_km2
BA_Total,seasonal_son,EEU,2023,7.079,thousand_km2
BA_Total,seasonal_son,EEU,2024,0.0,thousand_km2
