variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,NWN,2002,0.0,0.0,0.0,0.026,0.641,6.302,3.409,3.32,0.029,0.033,0.075,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2003,0.001,0.0,0.011,0.022,0.098,0.976,1.665,4.622,0.318,0.323,0.027,0.004,thousand_tonnes_C
Cem_Forest,monthly,NWN,2004,0.0,0.0,0.054,0.041,0.035,9.497,14.007,13.067,1.341,0.01,0.011,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2005,0.006,0.051,0.008,0.007,0.064,1.936,3.474,9.956,0.315,0.001,0.012,0.007,thousand_tonnes_C
Cem_Forest,monthly,NWN,2006,0.021,0.0,0.04,0.024,0.001,10.425,11.284,0.532,0.093,0.05,0.001,0.005,thousand_tonnes_C
Cem_Forest,monthly,NWN,2007,0.0,0.0,0.014,0.0,0.043,3.184,2.021,0.075,0.38,0.018,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2008,0.0,0.006,0.003,0.009,0.041,1.759,2.151,0.886,0.374,0.033,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2009,0.0,0.0,0.008,0.067,0.023,1.162,9.486,5.923,0.1,0.015,0.011,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2010,0.0,0.032,0.012,0.006,0.18,6.033,6.748,5.434,0.213,0.009,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2011,0.0,0.0,0.013,0.086,2.588,9.112,1.168,0.015,0.269,0.012,0.003,0.005,thousand_tonnes_C
Cem_Forest,monthly,NWN,2012,0.0,0.004,0.002,0.021,0.096,1.267,10.637,2.939,2.711,0.032,0.0,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2013,0.0,0.0,0.017,0.037,0.14,1.501,9.055,8.259,0.984,0.017,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2014,0.003,0.0,0.0,0.044,0.311,3.929,14.139,14.61,0.607,0.003,0.0,0.001,thousand_tonnes_C
Cem_Forest,monthly,NWN,2015,0.0,0.0,0.017,0.041,2.168,41.693,46.472,1.647,0.036,0.003,0.001,0.004,thousand_tonnes_C
Cem_Forest,monthly,NWN,2016,0.0,0.001,0.032,0.068,12.228,1.06,2.435,0.378,0.022,0.003,0.021,0.017,thousand_tonnes_C
Cem_Forest,monthly,NWN,2017,0.005,0.0,0.003,0.01,0.06,1.547,9.97,17.289,2.464,0.008,0.028,0.028,thousand_tonnes_C
Cem_Forest,monthly,NWN,2018,0.0,0.0,0.0,0.151,0.347,0.683,2.137,28.476,0.559,0.062,0.019,0.0,thousand_tonnes_C
Cem_Forest,monthly,NWN,2019,0.0,0.0,0.038,0.001,7.034,7.061,13.345,0.548,0.867,0.025,0.013,0.003,thousand_tonnes_C
Cem_Forest,monthly,NWN,2020,0.002,0.0,0.0,0.0,0.001,0.071,0.014,0.058,0.221,0.0,0.412,0.074,thousand_tonnes_C
