variable,timescale,region,year,sum,unit
Cem_Total,yearly,CNA,2002,1.634,thousand_tonnes_C
Cem_Total,yearly,CNA,2003,4.689,thousand_tonnes_C
Cem_Total,yearly,CNA,2004,3.396,thousand_tonnes_C
Cem_Total,yearly,CNA,2005,3.865,thousand_tonnes_C
Cem_Total,yearly,CNA,2006,4.758,thousand_tonnes_C
Cem_Total,yearly,CNA,2007,3.865,thousand_tonnes_C
Cem_Total,yearly,CNA,2008,3.735,thousand_tonnes_C
Cem_Total,yearly,CNA,2009,4.486,thousand_tonnes_C
Cem_Total,yearly,CNA,2010,4.78,thousand_tonnes_C
Cem_Total,yearly,CNA,2011,8.633,thousand_tonnes_C
Cem_Total,yearly,CNA,2012,3.289,thousand_tonnes_C
Cem_Total,yearly,CNA,2013,1.837,thousand_tonnes_C
Cem_Total,yearly,CNA,2014,3.155,thousand_tonnes_C
Cem_Total,yearly,CNA,2015,4.017,thousand_tonnes_C
Cem_Total,yearly,CNA,2016,4.255,thousand_tonnes_C
Cem_Total,yearly,CNA,2017,3.304,thousand_tonnes_C
Cem_Total,yearly,CNA,2018,3.482,thousand_tonnes_C
Cem_Total,yearly,CNA,2019,3.808,thousand_tonnes_C
Cem_Total,yearly,CNA,2020,4.086,thousand_tonnes_C
