variable,timescale,region,year,sum,unit
Cem_Forest,seasonal_jja,WAF,2002,0.102,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2003,0.008,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2004,0.001,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2005,0.014,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2006,0.006,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2007,0.025,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2008,0.012,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2009,0.038,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2010,0.041,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2011,0.0,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2012,0.0,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2013,0.01,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2014,0.015,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2015,0.022,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2016,0.026,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2017,0.002,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2018,0.014,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2019,0.033,thousand_tonnes_C
Cem_Forest,seasonal_jja,WAF,2020,0.048,thousand_tonnes_C
