variable,timescale,region,tstart,tend,statistic,value,unit
BA_Total,seasonal_mam,SSA,2001,2024,mann_kendall_slope,-0.003563,thousand_km2/year
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_slope,-0.005722,thousand_km2/year
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_slope_lower,-0.014111,thousand_km2/year
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_slope_upper,0.002667,thousand_km2/year
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_pvalue_slope,0.181291,1
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_intercept,0.194388,thousand_km2
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_intercept_lower,0.081785,thousand_km2
BA_Total,seasonal_mam,SSA,2001,2024,theil_sen_intercept_upper,0.306991,thousand_km2
BA_Total,seasonal_mam,SSA,2001,2024,residual_standard_deviation,0.186554,thousand_km2
