fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,region
theil-sen,2001-04-01,2024-04-01,0.011895,-0.014963,0.038754,0.01065,0.385377,0.45337,0.092857,0.813883,0.013709,0.99349,0.504248,0.923876,BA_Forest_NonForest,seasonal_mam,SWS
