variable,timescale,region,year,sum,unit
BA_Forest,seasonal_son,NES,2001,15.814,thousand_km2
BA_Forest,seasonal_son,NES,2002,55.85,thousand_km2
BA_Forest,seasonal_son,NES,2003,39.853,thousand_km2
BA_Forest,seasonal_son,NES,2004,37.791,thousand_km2
BA_Forest,seasonal_son,NES,2005,63.185,thousand_km2
BA_Forest,seasonal_son,NES,2006,13.283,thousand_km2
BA_Forest,seasonal_son,NES,2007,96.888,thousand_km2
BA_Forest,seasonal_son,NES,2008,24.697,thousand_km2
BA_Forest,seasonal_son,NES,2009,14.869,thousand_km2
BA_Forest,seasonal_son,NES,2010,84.313,thousand_km2
BA_Forest,seasonal_son,NES,2011,22.32,thousand_km2
BA_Forest,seasonal_son,NES,2012,54.764,thousand_km2
BA_Forest,seasonal_son,NES,2013,19.164,thousand_km2
BA_Forest,seasonal_son,NES,2014,21.132,thousand_km2
BA_Forest,seasonal_son,NES,2015,57.951,thousand_km2
BA_Forest,seasonal_son,NES,2016,24.161,thousand_km2
BA_Forest,seasonal_son,NES,2017,72.727,thousand_km2
BA_Forest,seasonal_son,NES,2018,14.567,thousand_km2
BA_Forest,seasonal_son,NES,2019,36.88,thousand_km2
BA_Forest,seasonal_son,NES,2020,35.541,thousand_km2
BA_Forest,seasonal_son,NES,2021,49.894,thousand_km2
BA_Forest,seasonal_son,NES,2022,28.168,thousand_km2
BA_Forest,seasonal_son,NES,2023,31.793,thousand_km2
BA_Forest,seasonal_son,NES,2024,0.0,thousand_km2
