variable,timescale,region,year,sum,unit
BA_Total,yearly,SWS,2001,2.99,thousand_km2
BA_Total,yearly,SWS,2002,4.768,thousand_km2
BA_Total,yearly,SWS,2003,7.692,thousand_km2
BA_Total,yearly,SWS,2004,4.295,thousand_km2
BA_Total,yearly,SWS,2005,7.256,thousand_km2
BA_Total,yearly,SWS,2006,3.405,thousand_km2
BA_Total,yearly,SWS,2007,4.288,thousand_km2
BA_Total,yearly,SWS,2008,4.88,thousand_km2
BA_Total,yearly,SWS,2009,5.327,thousand_km2
BA_Total,yearly,SWS,2010,4.554,thousand_km2
BA_Total,yearly,SWS,2011,5.064,thousand_km2
BA_Total,yearly,SWS,2012,7.514,thousand_km2
BA_Total,yearly,SWS,2013,2.743,thousand_km2
BA_Total,yearly,SWS,2014,6.239,thousand_km2
BA_Total,yearly,SWS,2015,15.425,thousand_km2
BA_Total,yearly,SWS,2016,6.763,thousand_km2
BA_Total,yearly,SWS,2017,23.99,thousand_km2
BA_Total,yearly,SWS,2018,3.815,thousand_km2
BA_Total,yearly,SWS,2019,8.158,thousand_km2
BA_Total,yearly,SWS,2020,6.734,thousand_km2
BA_Total,yearly,SWS,2021,6.99,thousand_km2
BA_Total,yearly,SWS,2022,6.796,thousand_km2
BA_Total,yearly,SWS,2023,20.896,thousand_km2
BA_Total,yearly,SWS,2024,2.123,thousand_km2
