variable,timescale,region,year,sum,unit
Cem_Total,seasonal_son,EEU,2002,5.007,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2003,6.548,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2004,3.103,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2005,9.32,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2006,3.099,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2007,2.913,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2008,4.49,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2009,2.066,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2010,1.95,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2011,0.54,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2012,0.619,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2013,0.151,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2014,2.985,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2015,2.972,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2016,0.425,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2017,3.279,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2018,1.288,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2019,1.134,thousand_tonnes_C
Cem_Total,seasonal_son,EEU,2020,2.102,thousand_tonnes_C
