variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Forest,monthly,WCE,2002,0.012,0.008,0.098,0.152,0.0,0.019,0.244,0.35,1.075,0.02,0.002,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2003,0.0,0.004,0.359,0.378,0.004,0.006,0.004,0.046,0.053,0.029,0.003,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2004,0.0,0.0,0.119,0.041,0.0,0.001,0.036,0.091,0.057,0.038,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2005,0.0,0.001,0.056,0.111,0.001,0.001,0.01,0.009,0.012,0.179,0.002,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2006,0.0,0.001,0.264,0.261,0.047,0.005,0.085,0.058,0.044,0.024,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2007,0.007,0.017,0.383,0.006,0.001,0.007,0.09,0.262,0.01,0.013,0.004,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2008,0.001,0.022,0.711,0.049,0.0,0.001,0.048,0.243,0.052,0.025,0.005,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2009,0.0,0.0,0.309,0.47,0.0,0.0,0.007,0.011,0.018,0.043,0.001,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2010,0.0,0.0,0.399,0.213,0.0,0.003,0.448,0.707,0.004,0.061,0.015,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2011,0.0,0.001,0.144,0.24,0.002,0.003,0.008,0.011,0.029,0.051,0.038,0.004,thousand_tonnes_C
Cem_Forest,monthly,WCE,2012,0.0,0.088,0.311,0.042,0.001,0.0,0.009,0.027,0.016,0.028,0.007,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2013,0.0,0.002,0.026,0.413,0.0,0.0,0.003,0.024,0.002,0.05,0.003,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2014,0.0,0.149,0.086,0.058,0.0,0.0,0.01,0.017,0.027,0.602,0.028,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2015,0.0,0.2,0.294,0.146,0.003,0.052,0.042,0.282,0.21,0.183,0.11,0.002,thousand_tonnes_C
Cem_Forest,monthly,WCE,2016,0.0,0.001,0.081,0.083,0.0,0.0,0.007,0.012,0.025,0.021,0.007,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2017,0.002,0.049,0.043,0.018,0.002,0.001,0.014,0.03,0.045,0.11,0.008,0.003,thousand_tonnes_C
Cem_Forest,monthly,WCE,2018,0.0,0.0,0.338,2.186,0.0,0.007,0.002,0.025,0.012,0.074,0.014,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2019,0.001,0.042,0.275,0.396,0.0,0.007,0.011,0.014,0.022,0.416,0.016,0.0,thousand_tonnes_C
Cem_Forest,monthly,WCE,2020,0.002,0.015,0.292,1.036,0.005,0.001,0.013,0.028,0.103,0.244,0.003,0.0,thousand_tonnes_C
