variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,RFE,2002,0.0,0.036,1.276,0.429,2.85,3.364,9.576,13.94,3.493,0.194,0.0,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2003,0.0,0.0,1.314,2.227,7.853,1.26,24.466,26.09,3.694,0.199,0.021,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2004,0.0,0.0,0.059,0.582,0.025,0.198,0.442,0.017,0.029,0.561,1.017,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2005,0.0,0.0,0.565,0.975,0.355,0.32,0.834,0.683,1.224,9.036,0.121,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2006,0.0,0.0,0.02,1.405,2.388,0.52,2.121,0.884,0.277,0.72,0.039,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2007,0.007,0.0,0.031,1.377,0.285,1.648,3.328,3.666,0.344,0.339,0.75,0.051,thousand_tonnes_C
Cem_Total,monthly,RFE,2008,0.0,0.52,3.845,4.62,0.482,13.542,29.258,0.87,0.96,1.468,0.024,0.015,thousand_tonnes_C
Cem_Total,monthly,RFE,2009,0.0,0.0,0.054,3.729,1.419,4.505,23.938,7.979,3.517,0.032,0.095,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2010,0.0,0.0,0.0,1.638,0.247,0.24,36.379,17.263,0.461,0.843,0.075,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2011,0.0,0.0,0.326,1.701,0.958,2.647,15.55,10.898,1.421,1.109,0.221,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2012,0.0,0.011,0.383,2.124,2.049,28.726,73.968,18.37,0.143,0.141,0.0,0.001,thousand_tonnes_C
Cem_Total,monthly,RFE,2013,0.0,0.0,0.008,5.745,0.265,0.088,0.521,0.021,0.088,0.642,0.078,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2014,0.0,0.011,1.246,3.417,0.943,0.284,0.144,0.115,1.784,1.384,0.209,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2015,0.0,0.0,0.146,0.436,0.133,0.508,1.78,0.568,1.481,0.956,2.013,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2016,0.0,0.0,0.463,0.368,1.371,4.81,5.702,5.48,0.263,1.207,0.103,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2017,0.0,0.0,0.976,1.341,0.45,1.001,12.563,0.923,0.25,0.633,0.019,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2018,0.0,0.0,2.602,4.585,4.804,4.3,6.558,0.092,0.307,0.073,0.088,0.003,thousand_tonnes_C
Cem_Total,monthly,RFE,2019,0.0,1.103,1.15,2.057,0.828,2.734,6.124,4.762,0.502,0.017,0.013,0.0,thousand_tonnes_C
Cem_Total,monthly,RFE,2020,0.0,0.001,0.441,0.43,0.296,1.76,21.917,13.157,10.333,0.1,0.154,0.005,thousand_tonnes_C
