variable,timescale,region,year,1,2,3,4,5,6,7,8,9,10,11,12,unit
Cem_Total,monthly,SWS,2002,0.011,0.669,0.021,0.016,0.0,0.02,0.002,0.015,0.011,0.008,0.009,0.0,thousand_tonnes_C
Cem_Total,monthly,SWS,2003,0.056,0.068,0.301,0.059,0.022,0.002,0.011,0.013,0.005,0.011,0.007,0.124,thousand_tonnes_C
Cem_Total,monthly,SWS,2004,0.126,0.08,0.171,0.007,0.025,0.004,0.009,0.005,0.012,0.0,0.003,0.033,thousand_tonnes_C
Cem_Total,monthly,SWS,2005,0.182,0.156,0.253,0.074,0.044,0.0,0.0,0.002,0.041,0.01,0.008,0.047,thousand_tonnes_C
Cem_Total,monthly,SWS,2006,0.044,0.017,0.048,0.018,0.185,0.002,0.004,0.094,0.002,0.002,0.002,0.03,thousand_tonnes_C
Cem_Total,monthly,SWS,2007,0.895,0.004,0.176,0.018,0.048,0.01,0.0,0.004,0.006,0.001,0.01,0.011,thousand_tonnes_C
Cem_Total,monthly,SWS,2008,0.097,0.313,0.327,0.062,0.342,0.014,0.002,0.003,0.012,0.004,0.023,0.045,thousand_tonnes_C
Cem_Total,monthly,SWS,2009,0.52,0.072,0.264,0.128,0.034,0.004,0.013,0.008,0.005,0.008,0.009,0.073,thousand_tonnes_C
Cem_Total,monthly,SWS,2010,0.225,0.015,0.044,0.398,0.008,0.009,0.003,0.011,0.011,0.003,0.012,0.052,thousand_tonnes_C
Cem_Total,monthly,SWS,2011,0.061,0.277,0.182,0.027,0.03,0.181,0.001,0.004,0.007,0.005,0.004,0.14,thousand_tonnes_C
Cem_Total,monthly,SWS,2012,1.309,0.23,0.286,0.026,0.008,0.001,0.008,0.006,0.021,0.02,0.008,0.002,thousand_tonnes_C
Cem_Total,monthly,SWS,2013,0.012,0.012,0.037,0.021,0.004,0.001,0.002,0.008,0.014,0.011,0.003,0.353,thousand_tonnes_C
Cem_Total,monthly,SWS,2014,1.528,0.017,0.304,0.049,0.003,0.0,0.001,0.001,0.004,0.006,0.003,0.01,thousand_tonnes_C
Cem_Total,monthly,SWS,2015,0.592,2.164,0.922,1.392,0.003,0.005,0.005,0.009,0.016,0.004,0.0,0.002,thousand_tonnes_C
Cem_Total,monthly,SWS,2016,0.14,0.174,0.327,0.083,0.001,0.015,0.014,0.021,0.008,0.023,0.047,0.44,thousand_tonnes_C
Cem_Total,monthly,SWS,2017,12.585,0.189,0.083,0.055,0.004,0.002,0.008,0.024,0.007,0.002,0.007,0.013,thousand_tonnes_C
Cem_Total,monthly,SWS,2018,0.045,0.071,0.198,0.009,0.0,0.002,0.007,0.018,0.031,0.019,0.013,0.002,thousand_tonnes_C
Cem_Total,monthly,SWS,2019,0.079,0.453,0.17,0.251,0.016,0.015,0.081,0.011,0.005,0.005,0.135,0.111,thousand_tonnes_C
Cem_Total,monthly,SWS,2020,0.222,0.736,0.319,0.243,0.048,0.002,0.002,0.028,0.002,0.004,0.014,0.077,thousand_tonnes_C
