variable,timescale,region,year,sum,unit
Cem_Total,yearly,ESAF,2002,220.644,thousand_tonnes_C
Cem_Total,yearly,ESAF,2003,229.537,thousand_tonnes_C
Cem_Total,yearly,ESAF,2004,199.416,thousand_tonnes_C
Cem_Total,yearly,ESAF,2005,225.501,thousand_tonnes_C
Cem_Total,yearly,ESAF,2006,189.858,thousand_tonnes_C
Cem_Total,yearly,ESAF,2007,199.369,thousand_tonnes_C
Cem_Total,yearly,ESAF,2008,231.815,thousand_tonnes_C
Cem_Total,yearly,ESAF,2009,189.611,thousand_tonnes_C
Cem_Total,yearly,ESAF,2010,228.743,thousand_tonnes_C
Cem_Total,yearly,ESAF,2011,195.617,thousand_tonnes_C
Cem_Total,yearly,ESAF,2012,199.322,thousand_tonnes_C
Cem_Total,yearly,ESAF,2013,196.13,thousand_tonnes_C
Cem_Total,yearly,ESAF,2014,189.436,thousand_tonnes_C
Cem_Total,yearly,ESAF,2015,198.197,thousand_tonnes_C
Cem_Total,yearly,ESAF,2016,182.494,thousand_tonnes_C
Cem_Total,yearly,ESAF,2017,178.775,thousand_tonnes_C
Cem_Total,yearly,ESAF,2018,190.019,thousand_tonnes_C
Cem_Total,yearly,ESAF,2019,179.595,thousand_tonnes_C
Cem_Total,yearly,ESAF,2020,162.214,thousand_tonnes_C
